id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Adelaide,2008-08-04,9.0,13.8,8.2,4.4,4.4,31.0,9.0,6.0,92.0,92.0,1014.8,1015.8,10.1,11.7,1.0,1.0,-0.5,-0.866025,-0.0,-1.0,-0.602635,-0.798017,-0.982973,-0.18375,0.092268,-0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-05,6.4,15.0,16.2,2.6,3.3,26.0,6.0,11.0,95.0,75.0,1025.5,1025.2,10.4,13.6,1.0,1.0,-0.5,-0.866025,-0.0,-1.0,1.0,0.0,-0.602635,0.798017,0.092268,-0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-06,7.4,11.9,1.2,0.4,0.5,48.0,17.0,13.0,90.0,92.0,1021.3,1016.8,10.0,9.5,1.0,1.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,-0.982973,-0.18375,-0.273663,-0.961826,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-07,5.9,13.2,11.2,1.2,7.0,43.0,9.0,17.0,70.0,52.0,1023.9,1024.0,9.6,11.9,1.0,0.0,-0.5,-0.866025,-0.0,-1.0,-0.850217,0.526432,-0.982973,0.18375,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-10,4.7,11.7,0.4,2.0,7.3,48.0,13.0,24.0,76.0,63.0,1025.3,1025.6,7.7,10.7,0.0,1.0,-0.5,-0.866025,-0.0,-1.0,0.739009,-0.673696,-0.982973,0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-11,4.4,13.8,22.0,5.0,9.3,37.0,9.0,17.0,87.0,57.0,1028.2,1025.9,7.7,13.3,1.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,-0.982973,-0.18375,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-12,6.8,14.0,0.8,1.6,5.6,46.0,11.0,17.0,92.0,67.0,1027.0,1025.6,9.9,13.2,0.0,1.0,-0.5,-0.866025,-0.0,-1.0,0.932472,0.361242,0.932472,0.361242,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-13,5.3,13.9,2.2,1.6,9.2,28.0,7.0,15.0,97.0,58.0,1031.9,1030.8,7.1,12.8,1.0,0.0,-0.5,-0.866025,-0.0,-1.0,-0.850217,0.526432,-0.982973,-0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-14,5.8,12.8,0.0,2.0,0.8,35.0,7.0,20.0,78.0,55.0,1033.5,1030.3,8.9,12.2,0.0,1.0,-0.5,-0.866025,-0.0,-1.0,-0.850217,0.526432,-0.982973,-0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-16,7.6,14.1,0.4,2.0,7.6,33.0,6.0,11.0,90.0,75.0,1024.9,1024.7,10.7,13.2,0.0,1.0,-0.5,-0.866025,-0.0,-1.0,-0.850217,0.526432,-0.602635,0.798017,-0.982973,-0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-17,6.7,14.1,6.2,2.0,8.5,39.0,4.0,17.0,89.0,47.0,1031.1,1029.6,9.9,13.8,1.0,0.0,-0.5,-0.866025,-0.0,-1.0,-0.850217,0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-18,5.5,14.9,0.0,4.6,5.7,30.0,0.0,13.0,85.0,55.0,1032.5,1030.8,10.6,13.9,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,-0.982973,-0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-19,5.5,15.7,0.0,0.8,2.0,39.0,11.0,19.0,75.0,42.0,1029.9,1026.0,10.0,15.1,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,-0.602635,-0.798017,0.932472,0.361242,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-20,7.0,17.0,0.0,1.8,5.1,43.0,9.0,20.0,52.0,39.0,1023.5,1020.2,11.3,16.4,0.0,1.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,0.739009,-0.673696,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-21,8.3,13.4,1.4,2.0,5.8,57.0,15.0,17.0,64.0,49.0,1021.9,1023.9,10.0,12.2,1.0,1.0,-0.5,-0.866025,-0.0,-1.0,-0.850217,0.526432,-0.273663,0.961826,-0.982973,-0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-22,3.3,12.7,2.0,1.6,8.0,37.0,6.0,15.0,70.0,59.0,1032.0,1030.7,9.1,12.6,1.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,-0.602635,0.798017,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-23,3.2,14.1,0.8,2.0,3.6,24.0,2.0,9.0,82.0,62.0,1034.1,1031.7,7.2,13.2,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,-0.982973,-0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-24,2.4,15.1,0.0,2.0,7.4,20.0,6.0,13.0,68.0,51.0,1032.9,1029.0,9.2,13.5,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.092268,0.995734,-0.982973,-0.18375,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-25,5.4,17.4,0.0,4.6,9.2,37.0,13.0,17.0,44.0,29.0,1024.3,1020.7,13.5,16.5,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,-0.273663,0.961826,0.739009,-0.673696,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-26,3.6,17.5,0.0,2.2,10.3,31.0,7.0,17.0,46.0,62.0,1024.0,1024.4,12.1,15.5,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,-0.850217,0.526432,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-27,5.7,15.5,0.0,2.6,10.2,28.0,9.0,13.0,49.0,41.0,1031.2,1028.6,12.1,14.9,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.092268,-0.995734,-0.602635,-0.798017,0.739009,0.673696,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-28,6.5,18.7,0.0,2.8,9.6,24.0,13.0,13.0,53.0,44.0,1028.7,1024.1,13.2,17.1,0.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.092268,-0.995734,0.445738,0.895163,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-30,10.4,18.6,0.4,2.0,0.5,48.0,20.0,22.0,76.0,61.0,1006.5,1003.8,13.7,17.7,0.0,1.0,-0.5,-0.866025,-0.0,-1.0,-0.273663,0.961826,0.739009,-0.673696,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-08-31,9.6,15.2,8.4,2.0,6.2,50.0,20.0,28.0,75.0,58.0,1013.1,1016.3,11.7,13.7,1.0,0.0,-0.5,-0.866025,-0.0,-1.0,0.739009,0.673696,0.092268,-0.995734,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-01,6.9,17.1,0.8,5.8,2.8,44.0,17.0,26.0,76.0,54.0,1022.1,1021.0,10.5,16.4,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.602635,-0.798017,0.932472,0.361242,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-02,9.1,16.8,1.0,1.6,9.3,30.0,7.0,15.0,68.0,39.0,1028.2,1028.2,13.8,16.1,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.739009,0.673696,0.092268,0.995734,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-03,9.5,16.8,0.0,3.4,7.5,37.0,19.0,11.0,52.0,37.0,1033.1,1030.3,13.9,15.8,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.092268,-0.995734,-0.273663,-0.961826,0.739009,0.673696,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-04,7.5,17.5,0.0,3.0,10.3,35.0,17.0,9.0,36.0,36.0,1030.3,1025.6,14.2,16.2,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.092268,-0.995734,-0.273663,-0.961826,-0.850217,0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-05,5.4,18.8,0.0,3.2,10.8,28.0,6.0,13.0,60.0,34.0,1023.2,1020.2,12.5,18.2,0.0,0.0,-0.0,-1.0,-0.0,-1.0,1.0,0.0,-0.602635,0.798017,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-07,11.3,17.0,0.0,3.4,2.7,39.0,7.0,9.0,88.0,75.0,1021.0,1020.2,12.9,14.8,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.092268,-0.995734,0.739009,-0.673696,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-08,8.3,18.0,1.0,7.6,10.8,31.0,6.0,17.0,58.0,48.0,1026.8,1024.8,13.8,16.9,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.273663,-0.961826,0.932472,0.361242,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-09,5.8,19.8,0.0,2.8,10.9,22.0,9.0,13.0,49.0,29.0,1028.1,1023.8,14.1,19.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.739009,0.673696,-0.850217,0.526432,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-10,10.6,21.9,0.0,3.4,6.4,31.0,15.0,19.0,34.0,33.0,1020.0,1015.0,16.7,20.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.273663,0.961826,-0.982973,-0.18375,-0.982973,0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-11,13.9,24.9,1.0,3.4,8.3,41.0,19.0,20.0,39.0,31.0,1009.4,1005.0,19.2,24.2,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.273663,0.961826,-0.982973,-0.18375,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-12,10.6,21.3,0.0,4.4,9.4,44.0,11.0,20.0,78.0,46.0,1006.6,1005.1,14.3,20.5,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.932472,0.361242,0.932472,0.361242,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-14,10.8,17.5,0.0,3.4,8.2,52.0,24.0,26.0,68.0,44.0,1008.3,1005.9,13.6,16.6,0.0,1.0,-0.0,-1.0,-0.0,-1.0,0.739009,0.673696,0.445738,-0.895163,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-15,8.3,14.7,2.8,14.4,5.0,74.0,26.0,33.0,81.0,43.0,1005.2,1009.6,9.8,14.1,1.0,0.0,-0.0,-1.0,-0.0,-1.0,1.0,0.0,0.445738,-0.895163,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-16,7.7,15.3,0.4,3.6,6.4,39.0,13.0,13.0,68.0,44.0,1024.6,1024.3,10.8,14.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.850217,0.526432,0.092268,0.995734,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-17,6.4,21.0,0.0,2.6,9.9,41.0,17.0,17.0,37.0,26.0,1022.8,1017.1,15.1,20.6,0.0,0.0,-0.0,-1.0,-0.0,-1.0,-0.273663,0.961826,0.739009,-0.673696,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-18,14.9,24.8,0.0,5.4,6.8,44.0,13.0,20.0,21.0,15.0,1010.5,1007.4,17.8,24.6,0.0,0.0,-0.0,-1.0,-0.0,-1.0,0.445738,0.895163,-0.850217,0.526432,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-19,10.5,22.2,0.0,4.4,10.3,35.0,11.0,13.0,51.0,54.0,1008.1,1009.1,18.4,19.2,0.0,1.0,-0.0,-1.0,-0.0,-1.0,0.932472,0.361242,-0.982973,-0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-20,10.7,17.3,1.6,3.4,7.0,43.0,22.0,20.0,72.0,47.0,1014.9,1016.3,14.7,16.2,1.0,0.0,-0.0,-1.0,1.0,0.0,-0.850217,0.526432,1.0,0.0,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-21,7.4,22.5,0.0,3.4,9.3,35.0,17.0,19.0,55.0,30.0,1016.4,1010.4,14.6,22.1,0.0,0.0,-0.0,-1.0,1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-22,13.1,15.0,0.0,12.0,2.6,65.0,22.0,20.0,67.0,63.0,1005.2,1011.6,14.6,11.3,0.0,1.0,-0.0,-1.0,1.0,0.0,-0.850217,0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-23,9.5,16.8,6.2,2.6,10.5,35.0,20.0,15.0,57.0,51.0,1024.7,1026.1,13.9,16.7,1.0,0.0,-0.0,-1.0,1.0,0.0,-0.850217,0.526432,1.0,0.0,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-24,6.4,19.4,0.0,3.4,9.4,28.0,9.0,13.0,58.0,38.0,1032.1,1027.5,13.7,19.0,0.0,0.0,-0.0,-1.0,1.0,0.0,-0.602635,0.798017,0.092268,-0.995734,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-25,7.5,23.9,0.0,3.0,11.0,41.0,22.0,22.0,30.0,22.0,1025.2,1019.7,18.1,23.2,0.0,0.0,-0.0,-1.0,1.0,0.0,0.092268,0.995734,-0.982973,-0.18375,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-26,14.0,28.0,0.0,5.6,11.5,39.0,15.0,17.0,18.0,11.0,1020.1,1016.2,21.3,27.3,0.0,0.0,-0.0,-1.0,1.0,0.0,0.092268,0.995734,-0.982973,-0.18375,-0.982973,0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-27,14.3,33.7,0.0,3.4,10.0,65.0,19.0,31.0,11.0,9.0,1012.2,1005.8,25.3,33.2,0.0,0.0,-0.0,-1.0,1.0,0.0,1.0,0.0,-0.982973,-0.18375,-0.982973,0.18375,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-28,12.4,19.1,0.0,3.4,6.0,39.0,9.0,17.0,73.0,60.0,1020.3,1019.0,13.9,16.9,0.0,1.0,-0.0,-1.0,1.0,0.0,-0.850217,0.526432,-0.850217,-0.526432,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-29,9.1,16.7,1.2,16.4,11.4,31.0,9.0,19.0,47.0,40.0,1024.2,1022.2,14.8,15.7,1.0,0.0,-0.0,-1.0,1.0,0.0,0.739009,0.673696,-0.602635,0.798017,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-09-30,6.2,22.8,0.0,3.6,9.7,39.0,13.0,11.0,41.0,25.0,1021.4,1015.6,15.1,22.1,0.0,0.0,-0.0,-1.0,1.0,0.0,0.445738,0.895163,0.739009,-0.673696,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-01,15.0,27.2,0.0,6.8,7.7,65.0,22.0,24.0,14.0,48.0,1006.9,1007.1,21.1,23.7,0.0,0.0,0.5,-0.866025,1.0,0.0,0.092268,0.995734,0.739009,-0.673696,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-02,15.0,24.8,0.0,4.0,8.6,28.0,7.0,13.0,67.0,38.0,1016.0,1012.1,16.8,23.9,0.0,0.0,0.5,-0.866025,1.0,0.0,1.0,0.0,0.445738,-0.895163,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-06,11.2,21.9,0.0,4.8,8.7,36.0,22.0,20.0,66.0,34.0,1021.3,1023.2,12.1,15.3,0.0,1.0,0.5,-0.866025,1.0,0.0,0.739009,0.673696,0.092268,0.995734,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-07,11.5,16.4,2.8,14.0,3.9,36.0,11.0,19.0,54.0,47.0,1019.9,1023.5,15.6,15.1,1.0,0.0,0.5,-0.866025,1.0,0.0,0.739009,0.673696,0.739009,-0.673696,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-08,7.6,18.1,0.2,2.6,8.5,30.0,6.0,19.0,91.0,48.0,1025.8,1024.9,11.1,16.7,0.0,1.0,0.5,-0.866025,1.0,0.0,0.739009,0.673696,0.739009,-0.673696,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-09,8.5,21.1,1.2,2.6,12.0,28.0,4.0,15.0,60.0,41.0,1027.8,1024.6,14.3,20.5,1.0,0.0,0.5,-0.866025,1.0,0.0,1.0,0.0,0.739009,-0.673696,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-10,9.2,26.6,0.0,4.6,12.1,28.0,15.0,11.0,36.0,19.0,1026.1,1023.6,19.2,25.8,0.0,0.0,0.5,-0.866025,1.0,0.0,-0.273663,0.961826,-0.850217,0.526432,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-11,10.7,29.1,0.0,4.8,12.0,35.0,7.0,19.0,46.0,15.0,1023.7,1020.5,17.6,27.7,0.0,0.0,0.5,-0.866025,1.0,0.0,0.092268,0.995734,-0.850217,-0.526432,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Adelaide,2008-10-12,13.4,31.9,0.6,4.8,8.8,54.0,19.0,28.0,12.0,8.0,1015.7,1011.0,24.1,30.4,0.0,0.0,0.5,-0.866025,1.0,0.0,0.092268,0.995734,-0.982973,-0.18375,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
