id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Canberra,2007-11-19,12.4,32.3,0.6,7.4,13.0,39.0,4.0,17.0,60.0,25.0,1017.1,1013.3,1.0,20.2,31.2,0.0,0.0,0.866025,-0.5,1.0,0.0,0.445738,-0.895163,0.739009,-0.673696,0.092268,0.995734,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-20,15.6,33.4,0.0,8.0,10.4,33.0,2.0,13.0,61.0,27.0,1018.5,1013.7,0.0,22.8,32.0,0.0,0.0,0.866025,-0.5,1.0,0.0,0.445738,0.895163,0.932472,0.361242,-0.982973,0.18375,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-21,15.3,33.4,0.0,8.8,9.5,59.0,2.0,31.0,60.0,26.0,1012.4,1006.5,1.0,22.2,32.8,0.0,0.0,0.866025,-0.5,1.0,0.0,0.932472,0.361242,-0.982973,-0.18375,0.445738,0.895163,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-22,16.4,19.4,0.4,9.2,0.0,26.0,6.0,11.0,88.0,72.0,1010.7,1008.9,8.0,16.5,18.3,0.0,1.0,0.866025,-0.5,1.0,0.0,0.445738,-0.895163,0.445738,0.895163,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-23,12.8,18.5,25.8,2.8,0.6,28.0,13.0,13.0,91.0,79.0,1014.0,1014.9,8.0,14.0,16.8,1.0,0.0,0.866025,-0.5,1.0,0.0,0.092268,-0.995734,-0.602635,0.798017,-0.602635,-0.798017,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-24,12.0,24.3,0.4,1.2,7.5,26.0,6.0,9.0,74.0,57.0,1020.7,1019.2,7.0,17.8,22.8,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.602635,0.798017,-0.850217,-0.526432,0.739009,-0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-25,15.4,28.4,0.0,4.4,8.1,33.0,9.0,15.0,85.0,31.0,1022.4,1018.6,8.0,16.8,27.3,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.982973,0.18375,-0.273663,0.961826,0.739009,-0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-26,15.6,26.9,0.0,6.8,8.9,41.0,6.0,22.0,65.0,48.0,1019.7,1016.5,2.0,19.8,25.1,0.0,0.0,0.866025,-0.5,1.0,0.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-27,13.3,22.2,0.2,6.6,2.3,39.0,20.0,17.0,70.0,55.0,1021.0,1018.6,7.0,16.5,21.2,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.982973,0.18375,-0.273663,-0.961826,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-28,12.9,28.0,0.0,4.4,10.7,52.0,6.0,11.0,61.0,31.0,1019.2,1014.8,5.0,18.8,26.7,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.445738,-0.895163,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-29,15.1,24.3,0.0,7.0,0.4,39.0,7.0,17.0,69.0,80.0,1019.0,1017.1,7.0,18.9,19.7,0.0,0.0,0.866025,-0.5,1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-11-30,13.6,24.1,0.4,2.6,0.5,30.0,6.0,6.0,83.0,49.0,1017.2,1013.3,8.0,17.3,23.2,0.0,1.0,0.866025,-0.5,1.0,0.0,0.092268,0.995734,-0.982973,0.18375,0.092268,-0.995734,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-01,15.1,20.4,22.6,2.4,0.2,41.0,6.0,20.0,82.0,90.0,1015.0,1014.1,8.0,17.0,16.3,1.0,1.0,1.0,0.0,1.0,0.0,-0.982973,-0.18375,-0.273663,-0.961826,0.092268,-0.995734,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-02,11.6,26.3,4.2,1.6,12.0,41.0,6.0,9.0,66.0,46.0,1013.9,1009.5,2.0,16.7,25.2,1.0,0.0,1.0,0.0,1.0,0.0,-0.602635,0.798017,-0.273663,-0.961826,-0.850217,-0.526432,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-03,16.6,24.2,0.2,6.6,4.7,50.0,13.0,35.0,72.0,60.0,1007.9,1004.6,7.0,20.5,19.9,0.0,1.0,1.0,0.0,1.0,0.0,-0.602635,-0.798017,0.445738,-0.895163,0.445738,0.895163,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-04,13.3,26.5,6.6,3.8,11.8,50.0,20.0,26.0,74.0,40.0,1007.3,1006.3,5.0,18.8,25.1,1.0,0.0,1.0,0.0,1.0,0.0,-0.602635,-0.798017,0.092268,-0.995734,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-05,14.5,21.8,0.0,8.4,9.8,43.0,11.0,30.0,69.0,63.0,1015.0,1015.3,7.0,18.6,20.5,0.0,0.0,1.0,0.0,1.0,0.0,-0.982973,0.18375,-0.602635,-0.798017,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-06,16.3,26.8,0.0,6.0,6.3,39.0,13.0,9.0,78.0,54.0,1018.8,1016.1,8.0,18.6,24.5,0.0,0.0,1.0,0.0,1.0,0.0,-0.982973,0.18375,-0.602635,-0.798017,-0.602635,0.798017,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-07,17.2,25.8,0.0,4.2,8.8,41.0,6.0,6.0,70.0,74.0,1014.5,1011.5,6.0,21.5,22.6,0.0,1.0,1.0,0.0,1.0,0.0,-0.850217,0.526432,0.092268,-0.995734,-0.273663,-0.961826,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-08,16.5,28.2,4.0,4.2,8.8,39.0,7.0,13.0,76.0,42.0,1014.8,1011.4,8.0,18.0,26.3,1.0,0.0,1.0,0.0,1.0,0.0,0.445738,0.895163,-0.273663,-0.961826,-0.273663,-0.961826,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-09,15.0,29.4,0.0,6.6,11.1,43.0,9.0,24.0,78.0,24.0,1010.8,1008.5,7.0,20.6,28.6,0.0,0.0,1.0,0.0,1.0,0.0,-0.602635,-0.798017,-0.982973,-0.18375,0.092268,0.995734,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-10,14.9,24.8,0.0,10.4,10.0,35.0,11.0,6.0,58.0,37.0,1011.7,1010.4,7.0,19.3,22.9,0.0,0.0,1.0,0.0,1.0,0.0,0.092268,0.995734,0.739009,-0.673696,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-11,11.8,18.5,0.6,4.8,2.3,35.0,9.0,15.0,60.0,63.0,1018.0,1017.4,8.0,13.8,16.4,0.0,0.0,1.0,0.0,1.0,0.0,-0.982973,0.18375,-0.602635,-0.798017,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-12,11.7,21.5,0.0,4.2,7.3,41.0,15.0,24.0,66.0,51.0,1021.1,1019.6,7.0,15.7,19.4,0.0,0.0,1.0,0.0,1.0,0.0,-0.982973,0.18375,-0.602635,-0.798017,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-13,9.6,20.3,0.0,5.0,3.6,39.0,22.0,20.0,70.0,49.0,1021.9,1019.3,7.0,15.8,19.2,0.0,0.0,1.0,0.0,1.0,0.0,-0.273663,-0.961826,-0.602635,-0.798017,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-14,8.9,27.1,0.0,4.4,12.7,35.0,6.0,11.0,63.0,37.0,1018.1,1012.5,1.0,15.8,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.445738,-0.895163,0.932472,0.361242,-0.273663,-0.961826,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-15,10.1,29.9,0.0,6.8,8.8,41.0,2.0,13.0,63.0,36.0,1012.6,1010.2,1.0,17.4,29.1,0.0,1.0,1.0,0.0,1.0,0.0,0.445738,-0.895163,0.739009,0.673696,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-16,15.5,21.1,5.4,6.4,0.9,31.0,6.0,7.0,93.0,86.0,1010.1,1008.6,8.0,16.6,20.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,-0.273663,0.961826,0.739009,-0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-17,10.8,21.7,1.4,2.8,10.6,48.0,13.0,20.0,59.0,40.0,1017.6,1016.8,1.0,15.3,20.8,1.0,0.0,1.0,0.0,1.0,0.0,0.092268,-0.995734,-0.273663,0.961826,-0.602635,0.798017,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-18,7.5,20.9,0.0,6.6,8.7,39.0,13.0,20.0,61.0,43.0,1020.6,1018.3,6.0,15.3,19.8,0.0,0.0,1.0,0.0,1.0,0.0,-0.982973,0.18375,0.739009,0.673696,0.739009,0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-19,12.8,21.0,0.0,6.4,0.8,22.0,7.0,6.0,72.0,54.0,1018.0,1015.6,8.0,16.1,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.445738,0.895163,-0.850217,0.526432,-0.850217,0.526432,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-20,12.6,23.1,3.4,1.6,2.3,30.0,4.0,13.0,97.0,74.0,1015.8,1014.1,8.0,15.3,20.4,1.0,1.0,1.0,0.0,1.0,0.0,0.092268,0.995734,-0.982973,-0.18375,0.445738,0.895163,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-21,14.8,29.5,6.4,1.8,8.1,41.0,6.0,22.0,81.0,48.0,1012.9,1008.3,2.0,21.0,28.2,1.0,1.0,1.0,0.0,0.0,1.0,-0.273663,0.961826,0.092268,-0.995734,0.445738,0.895163,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-22,19.9,22.0,11.0,4.4,5.9,76.0,41.0,30.0,92.0,62.0,996.5,996.8,8.0,20.6,19.6,1.0,1.0,1.0,0.0,0.0,1.0,0.092268,0.995734,-0.982973,-0.18375,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-23,9.2,20.4,17.4,7.8,10.2,39.0,9.0,20.0,59.0,49.0,1009.5,1009.1,1.0,14.9,18.8,1.0,0.0,1.0,0.0,0.0,1.0,-0.982973,0.18375,-0.982973,-0.18375,-0.273663,-0.961826,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-24,12.4,24.4,0.0,6.2,12.1,44.0,7.0,13.0,69.0,43.0,1012.8,1009.7,6.0,15.0,22.5,0.0,1.0,1.0,0.0,0.0,1.0,-0.602635,-0.798017,0.932472,0.361242,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-25,11.3,21.7,3.4,8.2,5.6,41.0,11.0,11.0,67.0,52.0,1020.4,1019.1,8.0,12.4,21.0,1.0,0.0,1.0,0.0,0.0,1.0,0.445738,-0.895163,0.739009,0.673696,0.739009,-0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-26,9.8,26.3,0.0,5.2,13.0,41.0,6.0,19.0,63.0,35.0,1023.2,1018.0,1.0,15.3,23.9,0.0,0.0,1.0,0.0,0.0,1.0,0.092268,0.995734,1.0,0.0,-0.982973,0.18375,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-27,14.3,26.7,0.0,7.2,7.1,65.0,7.0,48.0,68.0,64.0,1017.3,1014.3,7.0,19.8,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.092268,0.995734,-0.982973,-0.18375,-0.982973,0.18375,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-28,15.1,28.3,14.4,8.8,13.2,28.0,6.0,13.0,73.0,44.0,1016.8,1013.4,1.0,18.3,27.4,1.0,0.0,1.0,0.0,0.0,1.0,0.092268,0.995734,0.932472,0.361242,0.445738,0.895163,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-29,14.4,31.6,0.0,6.6,13.6,30.0,6.0,7.0,65.0,30.0,1017.1,1014.2,0.0,21.5,30.3,0.0,0.0,1.0,0.0,0.0,1.0,0.092268,0.995734,0.092268,-0.995734,-0.273663,-0.961826,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-30,15.4,35.0,0.0,9.6,13.0,39.0,6.0,22.0,55.0,18.0,1017.4,1015.0,1.0,23.4,34.3,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,-0.895163,-0.982973,0.18375,-0.602635,0.798017,1,0,0,0,0,0,0,0,0,0,0
Canberra,2007-12-31,13.8,33.5,0.0,11.4,13.6,31.0,7.0,9.0,44.0,20.0,1019.2,1015.6,0.0,21.9,32.2,0.0,0.0,1.0,0.0,0.0,1.0,0.445738,0.895163,-0.273663,0.961826,0.739009,-0.673696,1,0,0,0,0,0,0,0,0,0,0
Canberra,2008-01-01,13.6,34.2,0.0,8.8,12.8,35.0,2.0,11.0,50.0,20.0,1015.8,1011.6,7.0,21.9,31.8,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,-0.602635,-0.798017,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-02,14.3,35.0,0.0,7.6,10.5,41.0,2.0,9.0,43.0,14.0,1012.6,1008.7,0.0,23.0,33.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.602635,-0.798017,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-03,15.9,23.4,0.0,12.6,2.2,50.0,20.0,24.0,69.0,55.0,1016.8,1016.3,8.0,19.2,22.3,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,0.798017,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-04,16.7,25.3,0.0,6.2,12.5,46.0,24.0,26.0,56.0,45.0,1016.2,1013.0,6.0,20.3,23.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,0.798017,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-05,12.1,27.5,0.0,7.4,11.7,35.0,7.0,15.0,69.0,40.0,1011.8,1007.4,7.0,18.6,26.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,-0.273663,0.961826,0.739009,0.673696,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-06,14.3,34.1,0.0,6.6,10.5,39.0,6.0,19.0,77.0,34.0,1006.6,1003.3,1.0,18.9,31.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,1.0,0.0,-0.982973,0.18375,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-07,16.5,33.9,0.0,9.0,12.6,39.0,11.0,11.0,60.0,36.0,1012.3,1009.5,1.0,20.8,31.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,-0.273663,-0.961826,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-08,16.5,30.3,0.0,10.0,8.1,46.0,7.0,9.0,77.0,44.0,1015.7,1013.4,7.0,18.1,28.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,-0.273663,-0.961826,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-09,17.5,29.9,0.0,6.6,8.8,43.0,13.0,11.0,74.0,45.0,1018.5,1015.9,8.0,19.3,27.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,-0.850217,0.526432,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-10,14.7,34.2,0.0,6.6,12.8,33.0,6.0,11.0,64.0,25.0,1017.8,1013.3,1.0,21.3,32.2,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.445738,-0.895163,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-11,17.5,35.8,0.0,9.4,13.3,57.0,6.0,19.0,56.0,24.0,1011.8,1006.5,0.0,24.7,34.5,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,0.932472,0.361242,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-12,20.9,35.7,0.0,13.8,6.9,50.0,4.0,17.0,61.0,28.0,1007.6,1003.0,7.0,23.6,34.0,0.0,1.0,0.866025,0.5,0.0,1.0,-0.850217,0.526432,-0.273663,-0.961826,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-13,17.0,33.8,2.0,9.0,13.5,52.0,6.0,24.0,65.0,35.0,1004.0,1001.8,2.0,23.0,31.8,1.0,0.0,0.866025,0.5,0.0,1.0,0.932472,0.361242,0.932472,0.361242,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-14,16.0,22.8,0.0,12.4,6.0,50.0,13.0,19.0,70.0,57.0,1012.3,1012.3,8.0,17.0,21.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,-0.850217,0.526432,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-15,15.4,33.8,0.0,5.2,11.1,35.0,7.0,15.0,70.0,26.0,1014.2,1009.0,7.0,18.0,31.7,0.0,0.0,0.866025,0.5,0.0,1.0,1.0,0.0,-0.273663,-0.961826,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-16,17.9,33.2,0.0,10.4,8.4,59.0,15.0,20.0,58.0,62.0,1008.5,1006.1,6.0,24.5,23.5,0.0,1.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,-0.982973,-0.18375,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-17,15.2,25.1,4.8,6.4,11.6,46.0,20.0,28.0,62.0,42.0,1016.8,1015.0,1.0,17.1,23.9,1.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.602635,-0.798017,-0.602635,0.798017,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-18,15.1,20.4,0.0,9.6,0.1,39.0,17.0,19.0,63.0,55.0,1017.5,1015.8,8.0,17.8,19.4,0.0,1.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,0.798017,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-19,15.3,19.6,18.8,5.0,0.0,33.0,9.0,13.0,92.0,88.0,1008.7,1006.0,8.0,18.0,18.6,1.0,1.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,-0.273663,0.961826,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-20,17.2,24.7,12.2,1.4,8.1,50.0,19.0,28.0,80.0,71.0,1004.9,1004.0,7.0,19.4,21.9,1.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,-0.798017,0.092268,-0.995734,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-21,15.9,19.9,0.8,5.6,1.6,48.0,17.0,22.0,73.0,58.0,1011.4,1012.1,8.0,17.4,18.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,0.961826,-0.602635,0.798017,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-22,10.0,22.5,0.0,4.4,11.6,33.0,11.0,7.0,55.0,46.0,1018.7,1016.8,1.0,14.7,22.2,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,0.739009,0.673696,0.092268,-0.995734,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-23,9.9,24.4,0.0,5.8,10.8,28.0,7.0,7.0,60.0,38.0,1021.6,1019.2,1.0,16.2,22.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.739009,0.673696,0.739009,0.673696,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-24,10.3,27.8,0.0,6.4,9.9,35.0,6.0,11.0,64.0,29.0,1021.3,1018.1,3.0,17.0,26.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,0.739009,0.673696,0.739009,-0.673696,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-25,15.4,25.7,0.0,6.8,8.2,41.0,9.0,17.0,67.0,32.0,1020.1,1016.9,7.0,17.6,24.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,-0.673696,0,1,0,0,0,0,0,0,0,0,0
Canberra,2008-01-26,12.7,28.8,0.0,7.4,9.0,28.0,4.0,7.0,70.0,28.0,1016.5,1012.4,1.0,18.3,28.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.092268,-0.995734,-0.982973,-0.18375,0,1,0,0,0,0,0,0,0,0,0
