id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Bendigo,2008-12-11,8.7,28.7,0.2,7.2,43.0,22.0,13.0,43.0,13.0,1012.8,1009.7,1.0,2.0,16.8,26.3,0.0,0.0,1.0,0.0,1.0,0.0,-0.982973,-0.18375,-0.273663,0.961826,-0.602635,0.798017,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-12,16.5,19.9,0.0,7.4,44.0,13.0,20.0,57.0,94.0,1007.1,1001.9,8.0,8.0,19.4,16.6,0.0,1.0,1.0,0.0,1.0,0.0,-0.982973,0.18375,-0.850217,0.526432,-0.850217,0.526432,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-13,14.1,20.2,30.4,0.8,70.0,13.0,33.0,94.0,68.0,989.5,994.6,8.0,6.0,15.6,18.6,1.0,1.0,1.0,0.0,1.0,0.0,-0.850217,0.526432,0.445738,-0.895163,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-14,10.9,21.5,4.0,3.2,50.0,19.0,28.0,79.0,41.0,1004.7,1005.4,8.0,6.0,14.4,20.8,1.0,0.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-15,9.9,21.2,0.0,6.4,41.0,13.0,19.0,58.0,37.0,1012.7,1011.2,7.0,1.0,11.8,18.8,0.0,0.0,1.0,0.0,1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-16,7.9,23.9,0.0,3.0,39.0,13.0,19.0,49.0,41.0,1012.5,1011.2,1.0,6.0,18.3,22.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-17,13.5,22.0,1.2,5.2,24.0,4.0,11.0,86.0,58.0,1012.5,1008.4,7.0,7.0,14.9,20.9,1.0,1.0,1.0,0.0,1.0,0.0,-0.273663,0.961826,-0.273663,0.961826,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-18,12.7,21.8,10.0,3.4,44.0,7.0,20.0,95.0,44.0,1006.1,1004.1,8.0,3.0,14.7,20.3,1.0,1.0,1.0,0.0,1.0,0.0,0.739009,-0.673696,-0.982973,-0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-19,8.4,20.3,5.8,4.2,43.0,20.0,19.0,58.0,32.0,1013.5,1013.6,3.0,2.0,12.3,17.8,1.0,0.0,1.0,0.0,1.0,0.0,-0.982973,-0.18375,-0.602635,0.798017,-0.273663,0.961826,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-20,6.3,24.4,0.0,6.2,35.0,22.0,11.0,51.0,24.0,1019.9,1017.3,1.0,1.0,14.8,23.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-21,11.2,28.6,0.0,6.4,41.0,19.0,24.0,54.0,24.0,1018.1,1013.8,1.0,6.0,19.0,26.7,0.0,0.0,1.0,0.0,0.0,1.0,-0.602635,0.798017,-0.850217,0.526432,0.445738,-0.895163,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-22,15.3,35.0,0.0,7.0,43.0,20.0,30.0,38.0,15.0,1009.6,1004.3,4.0,7.0,23.9,34.4,0.0,0.0,1.0,0.0,0.0,1.0,-0.982973,-0.18375,0.739009,-0.673696,0.445738,0.895163,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-23,15.0,24.3,0.0,10.6,48.0,22.0,22.0,60.0,34.0,1012.0,1011.2,6.0,1.0,16.6,23.1,0.0,0.0,1.0,0.0,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-24,8.0,28.7,0.0,5.6,37.0,11.0,19.0,53.0,10.0,1012.2,1010.2,1.0,1.0,16.6,27.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.273663,0.961826,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-25,12.6,30.4,0.0,8.0,44.0,7.0,24.0,48.0,23.0,1013.4,1010.9,1.0,3.0,20.3,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.932472,0.361242,-0.273663,0.961826,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-26,14.5,33.4,0.0,8.6,41.0,6.0,22.0,46.0,23.0,1010.5,1007.3,7.0,5.0,21.7,30.7,0.0,0.0,1.0,0.0,0.0,1.0,-0.602635,-0.798017,-0.273663,-0.961826,-0.982973,0.18375,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-27,17.5,32.1,0.2,7.4,46.0,7.0,22.0,70.0,32.0,1006.8,1002.3,6.0,4.0,21.1,29.7,0.0,0.0,1.0,0.0,0.0,1.0,-0.602635,-0.798017,-0.982973,-0.18375,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-28,10.9,29.5,0.0,7.2,46.0,15.0,30.0,49.0,25.0,1004.8,1002.7,1.0,2.0,19.8,27.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.445738,-0.895163,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-29,11.9,24.1,0.0,9.2,46.0,22.0,24.0,49.0,25.0,1008.3,1007.0,3.0,5.0,15.8,23.2,0.0,0.0,1.0,0.0,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,-0.850217,-0.526432,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-30,13.0,25.2,0.2,8.4,56.0,24.0,26.0,68.0,25.0,1004.0,1002.4,7.0,6.0,16.0,23.6,0.0,0.0,1.0,0.0,0.0,1.0,0.932472,0.361242,0.445738,-0.895163,0.932472,0.361242,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2008-12-31,8.7,24.5,0.8,8.4,41.0,17.0,17.0,51.0,25.0,1006.7,1004.5,7.0,1.0,15.3,22.6,0.0,0.0,1.0,0.0,0.0,1.0,-0.602635,-0.798017,0.092268,0.995734,0.092268,0.995734,0,1,0,0,0,0,0,0,0,0,0
Bendigo,2009-01-01,11.1,24.6,0.0,5.8,56.0,15.0,31.0,53.0,27.0,1005.4,1004.7,1.0,3.0,16.6,23.1,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,0.526432,0.092268,-0.995734,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-02,7.1,21.2,0.0,7.2,43.0,26.0,17.0,49.0,23.0,1017.3,1016.9,1.0,1.0,12.2,19.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-03,5.4,26.8,0.0,5.6,35.0,13.0,13.0,47.0,13.0,1018.8,1015.4,1.0,6.0,13.8,25.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,0.961826,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-04,10.1,31.9,0.0,6.8,43.0,9.0,22.0,28.0,6.0,1015.0,1012.0,1.0,5.0,20.9,30.2,0.0,0.0,0.866025,0.5,0.0,1.0,1.0,0.0,-0.602635,0.798017,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-05,10.9,34.2,0.0,8.0,54.0,6.0,24.0,31.0,3.0,1012.0,1009.8,2.0,1.0,23.6,33.3,0.0,0.0,0.866025,0.5,0.0,1.0,1.0,0.0,0.932472,0.361242,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-06,12.2,35.3,0.0,10.8,44.0,7.0,24.0,44.0,13.0,1010.7,1007.2,0.0,1.0,22.4,34.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,0.673696,0.932472,0.361242,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-07,13.6,29.6,0.0,12.0,48.0,9.0,30.0,55.0,34.0,1007.6,1007.3,1.0,2.0,23.9,27.8,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,0.526432,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-08,10.6,23.4,0.0,9.6,46.0,20.0,26.0,40.0,24.0,1016.5,1015.7,1.0,1.0,14.9,21.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-09,7.9,25.5,0.0,7.2,43.0,22.0,19.0,45.0,16.0,1018.8,1015.2,1.0,6.0,14.7,24.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-10,11.8,29.7,0.0,7.4,39.0,13.0,20.0,56.0,18.0,1012.4,1007.8,2.0,3.0,16.9,28.8,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.602635,-0.798017,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-11,12.8,31.9,0.0,7.4,48.0,13.0,9.0,54.0,17.0,1009.9,1007.4,7.0,3.0,19.8,29.6,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-12,12.3,32.9,0.0,7.4,39.0,13.0,20.0,51.0,12.0,1016.0,1013.7,1.0,2.0,18.7,31.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,-0.602635,0.798017,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-13,11.8,36.8,0.0,9.4,41.0,15.0,11.0,44.0,12.0,1014.7,1010.6,0.0,0.0,22.7,34.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,-0.850217,0.526432,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-14,15.3,41.9,0.0,9.4,69.0,11.0,31.0,18.0,4.0,1008.7,1005.9,1.0,2.0,28.1,41.1,0.0,0.0,0.866025,0.5,0.0,1.0,1.0,0.0,-0.850217,0.526432,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-15,14.6,27.8,0.0,14.8,43.0,19.0,20.0,57.0,18.0,1013.9,1012.8,7.0,5.0,15.6,26.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,0.673696,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-16,11.0,23.5,0.0,7.0,54.0,33.0,31.0,52.0,24.0,1017.0,1016.7,2.0,2.0,15.8,22.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-17,8.5,26.2,0.0,7.6,39.0,22.0,17.0,50.0,18.0,1021.0,1019.5,1.0,2.0,15.1,24.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-18,7.4,31.8,0.0,7.4,30.0,17.0,15.0,30.0,12.0,1019.4,1016.7,1.0,1.0,18.4,30.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-19,12.3,36.4,0.0,8.0,37.0,9.0,20.0,27.0,8.0,1014.3,1009.7,0.0,0.0,23.8,35.5,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,-0.602635,-0.798017,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-20,15.2,41.7,0.0,10.2,57.0,7.0,31.0,26.0,5.0,1007.2,1004.0,0.0,4.0,26.8,39.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,-0.798017,-0.602635,-0.798017,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-21,14.2,35.9,0.0,11.6,48.0,11.0,26.0,39.0,13.0,1009.0,1005.8,2.0,2.0,23.5,34.4,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,0.995734,0.739009,0.673696,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-22,20.5,35.2,0.0,11.6,80.0,28.0,43.0,67.0,11.0,1000.4,995.9,6.0,3.0,26.1,34.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,-0.798017,-0.982973,-0.18375,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-23,7.5,30.3,0.0,13.2,52.0,6.0,22.0,50.0,16.0,1008.0,1003.9,1.0,1.0,16.3,27.7,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,0.739009,-0.673696,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-24,16.3,26.3,0.0,9.6,48.0,30.0,22.0,46.0,21.0,1007.6,1010.3,1.0,0.0,17.9,24.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-25,10.2,33.1,0.0,7.6,33.0,7.0,13.0,44.0,9.0,1016.7,1015.7,0.0,0.0,18.6,30.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-26,14.3,35.0,0.0,9.0,39.0,20.0,11.0,44.0,13.0,1018.9,1016.8,0.0,1.0,19.9,33.4,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-27,12.6,38.3,0.0,8.0,35.0,9.0,15.0,51.0,9.0,1017.2,1013.7,1.0,1.0,21.9,36.7,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.602635,-0.798017,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-28,18.2,42.2,0.0,9.2,33.0,11.0,7.0,25.0,8.0,1012.8,1010.0,0.0,1.0,29.5,40.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,0.995734,-0.273663,-0.961826,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-29,23.7,42.6,0.0,10.4,44.0,11.0,20.0,23.0,13.0,1012.8,1010.7,1.0,2.0,32.8,41.5,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,0.932472,0.361242,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-30,22.0,43.2,0.0,12.0,39.0,11.0,11.0,28.0,9.0,1013.3,1009.7,0.0,1.0,31.5,41.7,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,0.445738,0.895163,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-01-31,25.5,43.6,0.0,11.6,56.0,11.0,19.0,31.0,7.0,1012.4,1010.0,1.0,5.0,31.0,42.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.602635,-0.798017,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-01,24.2,40.0,0.0,10.8,46.0,22.0,15.0,42.0,18.0,1013.3,1010.4,2.0,7.0,27.3,38.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-02,22.1,35.5,0.0,8.2,43.0,13.0,7.0,51.0,32.0,1011.2,1008.8,4.0,7.0,25.0,32.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-03,18.7,34.5,0.0,5.0,37.0,24.0,20.0,60.0,27.0,1010.7,1007.7,1.0,3.0,23.2,33.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-04,16.4,37.0,0.0,8.8,31.0,15.0,13.0,58.0,17.0,1008.5,1004.9,1.0,0.0,22.7,34.6,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-05,18.0,40.2,0.0,7.4,44.0,9.0,19.0,35.0,10.0,1005.6,1003.8,0.0,1.0,28.5,38.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-06,16.0,39.5,0.0,10.4,41.0,9.0,17.0,55.0,15.0,1008.5,1006.3,0.0,1.0,22.2,37.6,0.0,0.0,0.5,0.866025,0.0,1.0,1.0,0.0,-0.273663,0.961826,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-07,21.2,45.4,0.0,10.0,72.0,6.0,37.0,30.0,6.0,1005.2,1001.0,1.0,1.0,30.2,44.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,-0.798017,-0.850217,0.526432,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-08,20.5,28.3,0.0,15.4,44.0,13.0,22.0,51.0,44.0,1009.0,1010.7,1.0,6.0,22.9,24.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.982973,0.18375,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-09,12.2,23.3,0.0,6.8,50.0,30.0,30.0,44.0,19.0,1014.7,1013.3,1.0,1.0,15.4,22.6,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-10,10.4,22.1,0.0,7.2,54.0,28.0,28.0,45.0,26.0,1015.6,1014.8,1.0,5.0,14.2,19.8,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-11,10.9,21.0,0.0,7.0,59.0,24.0,31.0,49.0,29.0,1017.3,1016.5,2.0,2.0,13.7,20.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-12,12.0,25.4,0.0,5.8,43.0,30.0,30.0,57.0,25.0,1018.6,1017.5,1.0,4.0,15.8,24.6,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-13,10.3,28.0,0.0,6.4,33.0,17.0,13.0,40.0,19.0,1023.6,1021.1,0.0,1.0,15.6,26.2,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-14,10.8,30.1,0.0,6.2,35.0,2.0,15.0,42.0,20.0,1022.6,1017.7,0.0,1.0,19.2,27.8,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,-0.798017,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-15,12.5,28.6,0.0,7.0,44.0,17.0,9.0,63.0,31.0,1016.7,1014.9,1.0,7.0,17.4,25.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-16,15.1,30.8,0.0,5.4,37.0,11.0,7.0,51.0,27.0,1018.1,1014.7,1.0,3.0,20.5,29.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,-0.961826,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-17,15.0,30.8,0.0,6.8,35.0,11.0,13.0,40.0,23.0,1016.8,1013.5,0.0,1.0,20.0,28.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,0.961826,-0.850217,0.526432,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-18,14.3,29.5,0.0,7.2,43.0,7.0,17.0,39.0,25.0,1012.7,1009.4,6.0,6.0,22.5,28.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.982973,-0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-19,13.1,34.9,0.0,5.8,52.0,0.0,24.0,29.0,13.0,1007.9,1005.4,1.0,2.0,22.4,33.7,0.0,0.0,0.5,0.866025,0.0,1.0,0.739009,0.673696,0.739009,0.673696,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-20,17.6,27.6,0.4,8.2,52.0,11.0,24.0,74.0,22.0,1010.9,1011.5,7.0,1.0,17.8,26.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,0.526432,0.092268,0.995734,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-21,12.2,26.7,0.0,7.0,54.0,24.0,31.0,56.0,31.0,1015.6,1014.3,2.0,1.0,18.8,24.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-22,13.5,31.1,0.0,6.4,43.0,22.0,20.0,64.0,25.0,1015.5,1012.6,0.0,1.0,17.8,29.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-23,12.5,33.8,0.0,5.6,56.0,2.0,24.0,60.0,12.0,1011.8,1008.9,2.0,3.0,19.8,32.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,-0.798017,-0.273663,-0.961826,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-24,10.9,25.7,0.0,9.2,43.0,26.0,11.0,42.0,21.0,1017.6,1016.1,0.0,0.0,14.8,23.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Bendigo,2009-02-25,11.0,28.2,0.0,6.0,44.0,20.0,19.0,60.0,30.0,1018.5,1016.1,0.0,2.0,16.4,26.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
