id_Location,id_Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
SalmonGums,2009-01-11,10.2,38.0,0.0,39.0,19.0,19.0,47.0,19.0,23.1,35.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,0.995734,0.739009,-0.673696,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-12,23.0,42.5,0.0,76.0,35.0,41.0,18.0,34.0,32.0,30.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,-0.798017,-0.982973,-0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-13,14.1,26.9,0.8,39.0,17.0,13.0,62.0,31.0,19.4,25.5,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.982973,0.18375,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-14,8.7,28.3,0.0,41.0,9.0,19.0,58.0,32.0,19.6,27.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,-0.273663,-0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-15,10.2,31.9,0.0,39.0,26.0,22.0,59.0,22.0,19.4,29.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-16,14.6,37.0,0.0,39.0,26.0,19.0,54.0,13.0,21.2,35.1,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-17,21.2,39.0,0.0,54.0,24.0,31.0,20.0,28.0,28.9,33.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.932472,0.361242,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-18,18.1,25.8,0.0,46.0,19.0,35.0,73.0,55.0,19.9,24.2,0.0,1.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,0.739009,0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-19,15.0,18.2,16.8,41.0,24.0,22.0,94.0,94.0,15.4,16.0,1.0,1.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-20,13.0,26.5,11.2,31.0,11.0,19.0,62.0,44.0,16.1,24.6,1.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-21,10.9,33.7,0.0,48.0,4.0,28.0,70.0,23.0,19.2,31.1,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,0.673696,-0.982973,-0.18375,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-22,16.8,29.3,0.0,39.0,19.0,15.0,74.0,34.0,20.5,27.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-23,13.0,30.2,0.0,44.0,22.0,24.0,64.0,37.0,22.4,29.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,-0.850217,-0.526432,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-24,10.6,33.8,0.0,44.0,15.0,11.0,66.0,24.0,18.6,31.6,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,0.739009,-0.673696,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-25,12.5,37.0,0.0,50.0,15.0,15.0,52.0,19.0,22.6,34.6,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,0.445738,0.895163,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-26,20.8,43.4,0.0,57.0,30.0,33.0,22.0,14.0,28.9,41.4,0.0,1.0,0.866025,0.5,0.0,1.0,0.092268,0.995734,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-27,18.0,21.9,7.4,33.0,19.0,13.0,94.0,92.0,18.2,20.6,1.0,1.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,-0.273663,0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-28,18.1,20.8,47.8,26.0,11.0,11.0,95.0,94.0,19.4,20.7,1.0,1.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,0.445738,0.895163,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-29,17.6,24.8,28.8,39.0,13.0,19.0,95.0,72.0,19.5,23.6,1.0,0.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.602635,0.798017,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-30,17.2,25.4,0.0,39.0,19.0,20.0,89.0,66.0,18.0,24.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.602635,-0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-01-31,17.2,24.3,0.0,33.0,20.0,20.0,89.0,74.0,18.6,23.3,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-01,18.3,32.6,0.0,31.0,15.0,13.0,80.0,50.0,22.5,31.8,0.0,0.0,0.5,0.866025,0.0,1.0,0.092268,-0.995734,-0.273663,-0.961826,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-02,17.6,34.0,0.0,35.0,20.0,17.0,65.0,41.0,24.3,33.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-03,17.2,38.6,0.0,44.0,13.0,31.0,56.0,46.0,27.5,34.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.739009,-0.673696,0.932472,0.361242,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-04,18.2,25.7,0.0,46.0,17.0,30.0,90.0,55.0,19.2,24.2,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-06,15.15,22.7,0.0,33.0,11.0,20.0,79.0,83.0,19.3,19.6,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,-0.895163,-0.602635,-0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-07,12.6,22.2,0.0,44.0,20.0,24.0,61.0,58.0,19.1,20.6,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-08,6.2,25.1,0.0,43.0,15.0,22.0,54.0,38.0,17.9,24.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.092268,-0.995734,-0.273663,-0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-09,9.1,25.3,0.0,46.0,24.0,26.0,57.0,41.0,20.0,24.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.092268,-0.995734,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-10,13.7,27.0,0.0,48.0,26.0,22.0,49.0,31.0,19.5,26.4,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,-0.895163,0.445738,0.895163,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-11,14.9,28.9,0.0,46.0,30.0,15.0,58.0,31.0,17.7,27.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,-0.850217,0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-12,14.1,33.2,0.0,48.0,24.0,20.0,56.0,22.0,19.4,31.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-13,18.3,28.4,0.0,39.0,6.0,20.0,36.0,52.0,23.1,26.6,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-14,19.5,35.6,0.0,57.0,28.0,35.0,53.0,14.0,22.6,34.6,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,-0.895163,0.445738,0.895163,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-15,18.0,33.6,0.0,54.0,30.0,28.0,63.0,24.0,19.6,31.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,0.445738,0.895163,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-16,18.7,35.9,0.0,48.0,13.0,20.0,31.0,36.0,25.6,30.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,0.739009,-0.673696,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-17,16.6,26.6,1.0,43.0,22.0,24.0,79.0,47.0,18.7,25.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-18,15.4,22.8,0.0,37.0,20.0,17.0,69.0,52.0,17.4,21.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,-0.798017,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-19,5.7,27.4,0.0,44.0,19.0,19.0,69.0,34.0,18.3,25.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-20,9.4,28.9,0.0,39.0,19.0,20.0,67.0,26.0,17.6,28.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.445738,0.895163,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-21,13.0,32.2,0.0,37.0,26.0,17.0,66.0,26.0,18.8,30.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,0.961826,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-22,17.7,27.6,0.0,48.0,17.0,31.0,36.0,50.0,26.3,24.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-23,11.9,30.1,0.0,41.0,26.0,17.0,59.0,34.0,17.1,27.4,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,-0.273663,-0.961826,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-24,16.6,29.2,0.0,50.0,30.0,26.0,80.0,52.0,18.3,27.1,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-25,15.1,25.2,0.6,46.0,15.0,13.0,88.0,63.0,18.5,24.3,0.0,0.0,0.5,0.866025,0.0,1.0,0.739009,0.673696,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-26,11.5,25.3,0.2,48.0,19.0,20.0,67.0,25.0,15.5,24.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,0.526432,-0.850217,-0.526432,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-27,6.6,26.8,0.0,37.0,13.0,13.0,79.0,33.0,16.9,25.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.445738,0.895163,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-02-28,12.7,29.6,0.0,46.0,19.0,26.0,82.0,33.0,17.0,28.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,0.445738,0.895163,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-01,16.8,26.1,0.0,43.0,19.0,22.0,84.0,61.0,17.8,24.8,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-02,17.8,22.6,0.0,63.0,19.0,24.0,82.0,77.0,22.4,18.9,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,0.526432,0.092268,-0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-03,7.8,20.0,0.0,41.0,17.0,24.0,67.0,39.0,13.2,18.3,0.0,0.0,0.0,1.0,0.0,1.0,0.739009,-0.673696,-0.850217,-0.526432,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-04,6.1,24.2,0.0,39.0,15.0,19.0,64.0,37.0,15.8,22.2,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-05,6.3,26.6,0.0,30.0,19.0,15.0,73.0,35.0,15.5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,0.445738,0.895163,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-06,7.5,27.7,0.0,46.0,13.0,24.0,71.0,39.0,18.6,25.6,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,-0.526432,0.932472,0.361242,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-07,10.7,23.3,0.0,37.0,17.0,19.0,68.0,43.0,16.3,22.2,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-08,5.9,26.8,0.0,41.0,15.0,17.0,77.0,35.0,15.6,25.3,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,-0.850217,0.526432,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-09,9.4,29.2,0.0,35.0,17.0,7.0,61.0,27.0,17.5,28.1,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,0.739009,-0.673696,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-10,11.7,31.3,0.0,37.0,17.0,15.0,68.0,21.0,19.1,29.6,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-11,16.0,35.8,0.0,52.0,20.0,13.0,54.0,17.0,21.3,33.6,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,-0.526432,-0.982973,-0.18375,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-12,15.7,23.6,0.0,31.0,13.0,7.0,83.0,53.0,16.8,22.7,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-13,12.3,24.9,0.0,54.0,24.0,35.0,61.0,58.0,17.7,20.2,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-14,5.9,26.0,0.0,33.0,17.0,13.0,55.0,28.0,16.1,24.7,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,-0.602635,-0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-15,10.8,26.7,0.0,37.0,24.0,22.0,67.0,30.0,15.4,25.2,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-16,13.4,35.1,0.0,44.0,24.0,24.0,58.0,21.0,19.5,32.7,0.0,0.0,0.0,1.0,0.0,1.0,-0.273663,0.961826,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-17,19.3,37.6,0.0,56.0,19.0,22.0,24.0,14.0,27.2,36.4,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,0.526432,0.932472,0.361242,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-18,13.9,25.4,0.0,43.0,22.0,13.0,63.0,36.0,17.6,24.2,0.0,0.0,0.0,1.0,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-19,6.9,28.9,0.0,35.0,13.0,17.0,75.0,28.0,16.1,26.6,0.0,0.0,0.0,1.0,0.0,1.0,0.092268,0.995734,0.739009,-0.673696,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-20,13.6,28.8,0.0,50.0,20.0,24.0,59.0,25.0,17.2,27.7,0.0,0.0,0.0,1.0,-1.0,0.0,0.739009,-0.673696,-0.850217,-0.526432,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-21,14.5,24.7,0.0,33.0,13.0,13.0,64.0,35.0,16.3,22.8,0.0,0.0,0.0,1.0,-1.0,0.0,-0.850217,-0.526432,-0.982973,0.18375,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-22,6.3,31.1,0.0,39.0,20.0,13.0,72.0,27.0,16.8,30.4,0.0,0.0,0.0,1.0,-1.0,0.0,-0.602635,0.798017,0.739009,-0.673696,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-23,15.0,27.4,0.0,50.0,20.0,17.0,77.0,33.0,18.6,25.6,0.0,0.0,0.0,1.0,-1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-24,12.4,25.4,0.0,30.0,13.0,9.0,74.0,45.0,18.0,23.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.932472,0.361242,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-25,9.4,28.2,0.0,44.0,6.0,17.0,79.0,33.0,17.1,27.8,0.0,0.0,0.0,1.0,-1.0,0.0,-0.850217,-0.526432,0.739009,0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-26,9.9,30.5,0.0,37.0,19.0,15.0,82.0,35.0,17.1,28.5,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,0.961826,0.445738,0.895163,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-27,17.1,34.3,0.0,39.0,20.0,19.0,55.0,21.0,21.9,33.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-28,15.0,26.3,0.0,46.0,17.0,24.0,81.0,51.0,19.4,23.8,0.0,0.0,0.0,1.0,-1.0,0.0,-0.982973,-0.18375,-0.982973,0.18375,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-29,14.5,17.4,0.4,44.0,28.0,30.0,92.0,87.0,15.4,16.3,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-30,14.8,22.5,0.0,50.0,26.0,26.0,85.0,90.0,17.3,17.9,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,-0.273663,-0.961826,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-03-31,13.4,21.2,0.0,33.0,13.0,26.0,95.0,85.0,17.7,18.9,0.0,0.0,0.0,1.0,-1.0,0.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-01,13.6,18.3,0.0,43.0,20.0,22.0,92.0,66.0,14.1,17.4,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.739009,-0.673696,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-02,5.1,21.4,0.0,33.0,9.0,13.0,76.0,41.0,15.0,20.1,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.739009,0.673696,-0.602635,0.798017,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-03,3.8,21.0,0.0,33.0,19.0,19.0,58.0,43.0,16.1,19.4,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-04,3.3,22.9,0.0,37.0,13.0,17.0,61.0,38.0,15.6,21.8,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,-0.18375,-0.273663,-0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-05,8.4,22.1,0.0,50.0,17.0,17.0,62.0,40.0,14.9,20.5,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-06,5.9,23.1,0.0,41.0,22.0,20.0,75.0,49.0,15.9,22.3,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.850217,0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-07,8.5,24.4,0.0,41.0,30.0,22.0,68.0,32.0,16.5,23.9,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-08,8.7,27.6,0.0,35.0,24.0,9.0,53.0,20.0,17.8,27.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.273663,0.961826,-0.982973,-0.18375,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-09,9.6,27.2,0.0,41.0,20.0,31.0,30.0,48.0,20.4,24.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.739009,-0.673696,0.445738,-0.895163,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-10,7.8,26.0,0.0,28.0,13.0,11.0,72.0,35.0,17.6,25.5,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,0.18375,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
SalmonGums,2009-04-11,10.0,32.1,0.0,33.0,15.0,22.0,39.0,22.0,21.7,28.5,0.0,0.0,-0.5,0.866025,-1.0,0.0,1.0,0.0,0.092268,-0.995734,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
