id_Location,id_Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
NorahHead,2009-01-31,20.3,29.0,0.0,56.0,11.0,33.0,82.0,71.0,1017.4,1014.3,1.0,23.5,25.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-01,19.7,26.8,0.2,31.0,11.0,20.0,81.0,71.0,1015.7,1015.0,0.0,23.2,26.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,-0.273663,0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-02,21.1,29.0,0.0,44.0,9.0,28.0,78.0,73.0,1015.9,1012.4,3.0,24.5,25.8,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-03,19.8,26.9,0.0,30.0,19.0,9.0,83.0,70.0,1010.3,1009.2,3.0,22.2,26.2,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-04,21.2,26.1,0.0,33.0,17.0,13.0,96.0,82.0,1011.1,1009.4,6.0,21.8,25.3,0.0,1.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,0.092268,-0.995734,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-05,20.6,28.7,2.0,52.0,9.0,33.0,85.0,74.0,1009.2,1006.4,0.0,24.1,25.8,1.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-06,20.5,28.7,0.0,43.0,6.0,11.0,82.0,73.0,1010.5,1009.0,0.0,22.4,25.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-07,20.3,25.1,0.0,56.0,26.0,35.0,82.0,71.0,1013.5,1011.1,1.0,22.0,24.7,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-08,18.2,24.8,0.0,50.0,22.0,24.0,84.0,73.0,1010.9,1007.8,0.0,20.4,23.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-09,18.5,21.4,0.0,44.0,17.0,22.0,90.0,85.0,1011.2,1011.0,5.0,20.1,21.1,0.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-10,18.3,19.4,7.4,57.0,30.0,31.0,97.0,95.0,1010.9,1009.0,8.0,18.6,19.2,1.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-11,16.7,21.5,13.8,56.0,24.0,33.0,89.0,82.0,1010.2,1010.3,8.0,17.0,20.5,1.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-12,16.5,20.5,13.8,56.0,33.0,30.0,90.0,91.0,1016.4,1018.0,7.0,17.2,18.8,1.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-13,16.6,21.1,16.0,59.0,30.0,19.0,89.0,77.0,1024.5,1023.1,8.0,18.1,20.3,1.0,1.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-14,16.9,20.4,14.2,65.0,43.0,37.0,74.0,84.0,1021.6,1017.4,8.0,19.3,18.8,1.0,1.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-15,16.2,21.7,26.6,56.0,26.0,30.0,89.0,90.0,1013.3,1012.8,8.0,19.5,19.6,1.0,1.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-16,18.1,23.3,19.2,67.0,37.0,33.0,77.0,73.0,1016.4,1016.4,7.0,21.7,22.6,1.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-17,19.1,22.0,2.2,67.0,37.0,37.0,75.0,84.0,1015.8,1013.9,8.0,21.1,21.2,1.0,1.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-18,18.8,24.1,23.6,74.0,11.0,30.0,88.0,82.0,1010.1,1008.2,8.0,20.6,22.6,1.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,1.0,0.0,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-19,19.5,28.8,0.0,33.0,11.0,24.0,76.0,75.0,1008.4,1005.3,7.0,23.7,24.2,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,0.961826,0.932472,0.361242,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-20,20.8,27.8,0.0,33.0,9.0,22.0,83.0,76.0,1011.6,1010.2,7.0,22.0,24.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,-0.982973,0.18375,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-21,21.4,24.8,0.0,31.0,4.0,22.0,89.0,75.0,1012.8,1012.4,8.0,22.5,23.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.092268,-0.995734,-0.850217,0.526432,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-22,21.1,25.8,0.0,30.0,13.0,17.0,71.0,66.0,1017.9,1017.3,5.0,23.9,24.9,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,0.739009,0.673696,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-23,20.1,27.7,0.0,50.0,2.0,33.0,80.0,76.0,1016.8,1013.5,1.0,23.4,25.7,0.0,1.0,0.5,0.866025,0.0,1.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-24,21.1,29.4,1.6,43.0,9.0,22.0,85.0,72.0,1014.2,1012.6,1.0,23.8,27.0,1.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,0.932472,0.361242,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-25,21.8,27.0,0.0,41.0,11.0,24.0,83.0,73.0,1016.2,1014.3,8.0,23.6,25.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.602635,0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-26,20.9,23.6,0.0,50.0,30.0,41.0,70.0,70.0,1019.4,1018.1,7.0,22.7,22.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-27,18.4,23.8,0.2,41.0,13.0,24.0,70.0,59.0,1017.6,1015.7,5.0,20.8,23.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.092268,0.995734,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-02-28,17.6,26.8,0.0,46.0,9.0,22.0,74.0,68.0,1009.5,1007.1,6.0,21.6,26.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.932472,0.361242,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-01,21.4,26.0,0.0,50.0,24.0,20.0,75.0,68.0,1010.4,1010.7,6.0,23.3,25.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.850217,-0.526432,0.739009,0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-02,21.8,26.2,0.0,30.0,15.0,15.0,70.0,62.0,1016.1,1015.2,8.0,22.6,25.5,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-03,22.0,29.0,0.0,44.0,26.0,26.0,68.0,66.0,1018.0,1015.1,5.0,24.3,25.7,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,-0.850217,0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-04,21.7,25.5,0.0,46.0,17.0,30.0,79.0,67.0,1008.7,1008.3,6.0,24.6,22.5,0.0,0.0,0.0,1.0,0.0,1.0,0.739009,-0.673696,-0.982973,-0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-05,15.2,23.0,0.0,33.0,11.0,26.0,47.0,44.0,1010.0,1008.9,0.0,19.2,22.8,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,-0.18375,-0.850217,-0.526432,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-06,15.3,23.7,0.0,43.0,9.0,19.0,68.0,57.0,1013.2,1011.5,1.0,18.3,23.1,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,1.0,0.0,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-07,17.3,25.5,0.0,35.0,9.0,22.0,81.0,73.0,1013.7,1011.7,1.0,20.2,25.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,-0.850217,-0.526432,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-08,20.0,26.2,0.0,35.0,20.0,24.0,75.0,66.0,1017.1,1017.5,4.0,24.4,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,0.739009,0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-09,21.7,25.4,0.0,35.0,26.0,24.0,76.0,65.0,1021.3,1020.0,5.0,23.2,24.4,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,-0.273663,-0.961826,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-10,21.4,25.2,0.0,33.0,28.0,26.0,69.0,59.0,1021.7,1021.0,8.0,22.5,24.2,0.0,1.0,0.0,1.0,0.0,1.0,0.445738,0.895163,0.445738,0.895163,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-11,19.9,24.1,3.6,46.0,39.0,30.0,89.0,71.0,1023.1,1021.9,6.0,20.5,23.6,1.0,0.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-12,20.2,27.8,0.0,43.0,20.0,24.0,68.0,65.0,1022.4,1020.2,1.0,23.9,25.1,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-13,19.4,27.2,0.0,39.0,7.0,13.0,85.0,70.0,1018.4,1016.0,5.0,21.7,24.9,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,0.092268,-0.995734,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-14,20.0,25.3,0.0,46.0,17.0,28.0,83.0,80.0,1014.8,1011.7,6.0,22.2,22.3,0.0,1.0,0.0,1.0,0.0,1.0,0.092268,0.995734,0.739009,-0.673696,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-15,18.6,27.4,2.2,50.0,9.0,19.0,76.0,73.0,1010.8,1007.8,1.0,23.7,26.6,1.0,1.0,0.0,1.0,0.0,1.0,-0.273663,0.961826,0.445738,0.895163,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-16,18.1,22.9,7.6,41.0,15.0,22.0,45.0,44.0,1011.8,1008.8,7.0,18.8,22.0,1.0,0.0,0.0,1.0,0.0,1.0,0.739009,-0.673696,-0.982973,0.18375,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-17,15.4,24.0,0.0,43.0,7.0,22.0,61.0,49.0,1013.5,1012.3,0.0,18.4,23.5,0.0,0.0,0.0,1.0,0.0,1.0,0.739009,-0.673696,1.0,0.0,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-18,18.0,26.9,0.0,44.0,2.0,24.0,69.0,59.0,1018.8,1016.4,3.0,21.4,25.3,0.0,0.0,0.0,1.0,0.0,1.0,-0.602635,0.798017,-0.602635,0.798017,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-19,17.4,26.5,0.0,30.0,9.0,24.0,76.0,73.0,1016.6,1014.1,0.0,21.2,24.5,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,0.932472,0.361242,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-20,19.4,26.4,0.2,20.0,2.0,15.0,85.0,73.0,1017.4,1016.3,0.0,22.1,25.2,0.0,0.0,0.0,1.0,-1.0,0.0,-0.982973,0.18375,-0.850217,0.526432,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-21,20.5,25.9,0.2,26.0,6.0,20.0,78.0,68.0,1018.5,1017.0,6.0,23.6,24.6,0.0,0.0,0.0,1.0,-1.0,0.0,-0.602635,0.798017,-0.982973,-0.18375,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-22,18.6,26.5,0.4,35.0,7.0,22.0,86.0,71.0,1017.6,1015.3,1.0,21.6,24.5,0.0,0.0,0.0,1.0,-1.0,0.0,-0.602635,0.798017,0.092268,-0.995734,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-23,18.5,27.2,0.0,43.0,9.0,26.0,77.0,68.0,1017.2,1015.5,0.0,21.8,25.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,-0.982973,-0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-24,19.0,25.9,0.0,46.0,22.0,31.0,80.0,74.0,1018.4,1016.5,0.0,22.3,24.6,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-25,19.0,26.9,0.0,48.0,26.0,30.0,79.0,73.0,1019.8,1017.7,5.0,21.6,24.2,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-26,18.9,27.1,0.0,43.0,13.0,26.0,84.0,78.0,1019.8,1016.7,1.0,21.2,23.2,0.0,1.0,0.0,1.0,-1.0,0.0,-0.982973,-0.18375,-0.982973,-0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-27,19.9,22.8,17.8,61.0,37.0,33.0,81.0,78.0,1022.8,1023.2,6.0,21.2,20.8,1.0,0.0,0.0,1.0,-1.0,0.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-28,17.5,24.4,0.6,30.0,13.0,19.0,85.0,54.0,1025.2,1023.1,5.0,18.4,22.8,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,-0.850217,-0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-29,17.6,24.4,0.0,24.0,11.0,19.0,85.0,75.0,1023.4,1021.6,1.0,19.2,23.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,-0.895163,-0.982973,0.18375,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-30,19.2,23.6,0.0,70.0,26.0,35.0,73.0,79.0,1023.1,1020.7,5.0,22.6,22.6,0.0,1.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-03-31,18.5,22.2,17.0,83.0,46.0,56.0,77.0,85.0,1020.1,1017.6,8.0,21.4,21.0,1.0,1.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
NorahHead,2009-04-01,20.2,22.9,8.2,85.0,37.0,35.0,86.0,86.0,1019.6,1019.4,8.0,22.0,21.7,1.0,1.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
