id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Albany,2009-01-03,17.8,21.5,0.4,8.0,8.5,19.0,19.0,72.0,71.0,1017.1,1016.7,7.0,7.0,19.2,20.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.273663,0.961826,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-04,15.0,24.0,0.0,7.2,13.3,2.0,17.0,77.0,53.0,1020.2,1017.7,2.0,0.0,19.5,24.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-05,15.0,23.5,0.0,7.4,9.9,7.0,20.0,84.0,73.0,1018.2,1014.9,1.0,1.0,19.6,22.4,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.739009,0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-06,18.9,23.0,0.0,7.8,2.9,4.0,24.0,75.0,83.0,1018.5,1017.2,7.0,8.0,19.8,19.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-07,16.5,23.0,0.0,5.6,11.7,9.0,26.0,56.0,53.0,1021.0,1018.3,7.0,2.0,18.8,21.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-08,17.7,22.2,0.0,9.2,11.6,20.0,30.0,73.0,76.0,1020.5,1018.5,7.0,4.0,20.2,21.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-09,17.9,23.5,0.0,7.2,12.9,15.0,26.0,74.0,74.0,1020.1,1017.7,6.0,2.0,21.5,22.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.602635,-0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-10,15.0,23.5,0.0,8.0,12.4,6.0,19.0,72.0,70.0,1015.8,1015.1,2.0,3.0,20.0,22.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-11,15.5,28.3,0.0,7.4,13.5,7.0,26.0,73.0,71.0,1012.4,1006.4,2.0,1.0,21.2,24.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-12,16.1,25.7,0.0,8.0,6.6,6.0,30.0,79.0,75.0,1005.5,1007.5,1.0,8.0,22.0,21.0,0.0,1.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.445738,-0.895163,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-13,13.5,20.5,1.2,6.0,10.7,24.0,22.0,72.0,60.0,1016.4,1016.1,7.0,3.0,18.0,20.1,1.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-14,14.4,22.5,0.8,6.2,11.6,6.0,19.0,68.0,53.0,1019.7,1019.5,7.0,1.0,18.5,21.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,1.0,0.0,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-15,17.0,24.5,0.0,6.8,12.9,7.0,30.0,63.0,63.0,1022.5,1018.5,4.0,1.0,20.8,23.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-16,18.5,31.7,0.0,9.8,13.1,7.0,26.0,63.0,52.0,1015.5,1009.8,0.0,0.0,22.5,29.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-17,19.1,22.0,0.0,13.6,7.1,22.0,19.0,74.0,77.0,1018.2,1018.2,6.0,8.0,20.2,20.7,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-18,18.3,19.6,0.0,6.0,0.2,7.0,22.0,70.0,71.0,1020.4,1019.3,8.0,8.0,19.3,18.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-19,16.8,20.3,0.2,4.2,6.9,11.0,13.0,57.0,59.0,1021.0,1018.9,8.0,6.0,17.2,19.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.273663,0.961826,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-20,14.8,22.0,0.0,6.0,6.4,7.0,31.0,68.0,72.0,1018.8,1016.8,8.0,5.0,17.8,21.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.982973,-0.18375,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-21,16.0,24.5,0.0,7.6,12.2,6.0,39.0,64.0,67.0,1012.9,1009.8,4.0,7.0,20.0,23.0,0.0,1.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-22,17.6,22.7,1.2,8.4,11.2,30.0,37.0,74.0,69.0,1011.5,1009.9,5.0,1.0,19.5,21.8,1.0,1.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-23,17.8,20.7,2.8,8.0,10.6,20.0,30.0,91.0,87.0,1010.9,1012.1,8.0,5.0,18.7,20.0,1.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-24,15.5,23.1,0.0,6.8,11.6,6.0,19.0,68.0,63.0,1015.4,1013.8,7.0,0.0,18.4,22.4,0.0,1.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-25,17.3,23.0,1.4,7.4,11.2,4.0,24.0,89.0,72.0,1017.2,1014.5,8.0,1.0,18.5,22.0,1.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-26,18.5,23.0,0.0,8.0,10.5,9.0,30.0,78.0,82.0,1007.8,1007.8,8.0,6.0,22.0,22.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.602635,-0.798017,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-27,16.9,21.0,0.8,6.8,1.0,19.0,20.0,73.0,63.0,1012.9,1011.5,8.0,8.0,19.4,20.1,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.602635,-0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-28,18.0,20.5,0.0,5.0,0.0,19.0,19.0,82.0,76.0,1008.6,1006.8,8.0,8.0,19.2,19.7,0.0,1.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.273663,0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-29,16.0,21.5,5.6,2.4,5.2,15.0,11.0,70.0,52.0,1010.4,1011.0,7.0,6.0,18.2,21.1,1.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.602635,0.798017,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-30,16.5,22.5,0.0,4.8,0.0,19.0,26.0,85.0,65.0,1014.2,1013.0,8.0,8.0,18.5,21.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-01-31,17.5,24.7,1.0,4.2,12.4,11.0,39.0,70.0,74.0,1013.9,1011.3,7.0,6.0,21.5,23.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-01,20.2,26.0,0.0,7.8,10.1,6.0,24.0,84.0,74.0,1014.9,1012.7,8.0,1.0,22.0,24.4,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.850217,0.526432,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-02,21.0,25.0,0.0,8.0,9.7,15.0,43.0,84.0,84.0,1013.1,1008.7,6.0,1.0,23.0,23.4,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-03,20.2,23.0,0.0,8.4,3.6,22.0,19.0,93.0,78.0,1011.2,1011.5,8.0,7.0,20.8,22.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-04,17.0,21.5,0.4,3.4,7.7,30.0,24.0,77.0,56.0,1015.1,1015.5,8.0,5.0,20.0,20.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-05,14.0,22.5,0.0,6.0,7.6,2.0,19.0,71.0,54.0,1014.7,1012.1,6.0,4.0,18.0,22.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.982973,-0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-06,17.4,20.4,0.0,6.0,9.9,0.0,44.0,58.0,58.0,1009.7,1007.3,7.0,6.0,19.2,19.5,0.0,1.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-07,14.0,18.8,2.4,8.4,9.9,31.0,26.0,61.0,58.0,1014.1,1016.6,7.0,5.0,17.0,18.0,1.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-08,17.4,21.2,0.0,5.8,10.6,6.0,20.0,60.0,54.0,1023.3,1022.6,7.0,3.0,17.8,20.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-10,17.0,24.5,0.0,7.4,9.7,9.0,31.0,56.0,48.0,1023.7,1020.0,2.0,4.0,20.0,23.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-11,17.0,28.8,0.0,10.8,12.2,17.0,28.0,60.0,55.0,1016.8,1011.8,1.0,2.0,19.7,26.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-12,19.0,34.5,0.0,12.4,3.9,9.0,19.0,28.0,50.0,1008.4,1008.3,5.0,7.0,28.8,25.4,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.850217,0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-13,17.0,19.8,0.2,6.4,0.0,31.0,31.0,80.0,71.0,1019.4,1019.6,7.0,8.0,17.5,18.5,0.0,1.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-14,17.4,22.5,2.8,3.4,8.7,19.0,19.0,84.0,87.0,1017.9,1016.6,8.0,8.0,19.5,20.4,1.0,1.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.602635,-0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-15,19.0,31.0,1.8,0.0,11.6,6.0,20.0,70.0,79.0,1009.5,1005.3,1.0,0.0,22.0,25.0,1.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-16,16.1,22.4,0.0,7.6,11.9,9.0,30.0,84.0,68.0,1010.5,1010.1,7.0,2.0,18.7,21.9,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.932472,0.361242,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-17,18.2,21.1,0.0,7.6,2.8,19.0,19.0,71.0,72.0,1015.9,1015.8,8.0,5.0,19.4,20.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-18,17.8,21.4,0.0,4.0,8.4,15.0,19.0,58.0,53.0,1017.8,1016.7,8.0,2.0,18.5,20.4,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.739009,0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-19,17.4,21.0,0.0,7.6,9.7,15.0,24.0,60.0,58.0,1018.8,1018.1,7.0,1.0,18.5,20.2,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-20,17.0,22.0,0.0,7.8,11.6,17.0,28.0,64.0,62.0,1021.6,1019.6,5.0,1.0,19.5,21.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-21,16.6,27.5,0.0,8.2,11.1,9.0,26.0,71.0,70.0,1015.4,1009.7,1.0,4.0,19.7,24.2,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.273663,-0.961826,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-22,18.5,20.4,0.0,8.0,4.3,30.0,17.0,83.0,64.0,1014.6,1016.7,7.0,7.0,18.5,18.2,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.982973,0.18375,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-23,15.2,22.0,0.0,5.6,11.9,15.0,33.0,57.0,60.0,1018.6,1014.4,3.0,1.0,18.0,21.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-24,17.8,25.8,0.0,8.0,1.7,11.0,31.0,78.0,75.0,1003.9,1002.8,5.0,8.0,20.4,22.1,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.850217,0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-25,14.5,22.0,0.0,5.4,0.3,7.0,6.0,66.0,90.0,1005.4,1004.1,8.0,8.0,17.0,17.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.739009,-0.673696,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-26,12.0,18.7,0.0,3.7,1.4,6.0,13.0,78.0,80.0,1013.7,1015.8,8.0,8.0,14.0,17.0,0.0,1.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.982973,-0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-27,13.5,21.1,1.4,3.4,10.7,4.0,19.0,84.0,62.0,1019.2,1016.4,3.0,2.0,15.6,20.0,1.0,1.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,-0.850217,0.526432,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Albany,2009-02-28,14.6,22.0,6.4,4.0,8.0,6.0,19.0,67.0,73.0,1017.8,1014.7,6.0,6.0,19.0,21.3,1.0,1.0,0.5,0.866025,0.0,1.0,0.932472,-0.361242,0.445738,0.895163,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
