id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Katherine,2013-03-17,23.0,36.8,3.2,7.2,24.0,9.0,9.0,75.0,38.0,1011.4,1007.7,0.0,28.2,36.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,0.932472,0.361242,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-18,22.9,37.0,0.0,5.0,22.0,4.0,7.0,74.0,40.0,1011.1,1007.1,0.0,28.8,36.3,0.0,0.0,0.0,1.0,0.0,1.0,0.932472,0.361242,0.092268,-0.995734,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-19,22.6,37.0,0.0,7.4,35.0,11.0,9.0,67.0,41.0,1011.2,1007.2,0.0,30.0,36.1,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.982973,-0.18375,0.932472,0.361242,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-20,24.8,37.5,0.0,9.4,22.0,15.0,6.0,65.0,35.0,1012.3,1007.7,1.0,29.8,36.8,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,0.092268,-0.995734,-0.982973,0.18375,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-21,24.0,38.1,0.0,3.8,24.0,7.0,9.0,67.0,47.0,1010.1,1005.6,1.0,30.1,37.3,0.0,0.0,0.0,1.0,-1.0,0.0,-0.982973,0.18375,0.445738,-0.895163,0.445738,0.895163,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-22,24.4,37.9,0.0,6.0,28.0,13.0,7.0,71.0,47.0,1010.8,1007.2,2.0,29.2,35.150000000000006,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.445738,-0.895163,0.445738,-0.895163,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-23,23.8,36.5,0.0,10.0,28.0,11.0,17.0,66.0,43.0,1011.5,1007.3,1.0,30.0,35.2,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,-0.850217,0.526432,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-24,24.4,32.5,0.0,6.0,43.0,15.0,11.0,69.0,77.0,1010.4,1006.5,4.0,29.7,30.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.445738,-0.895163,0.739009,0.673696,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-25,23.2,35.0,1.2,7.2,54.0,9.0,13.0,78.0,47.0,1009.8,1005.0,7.0,27.3,35.150000000000006,1.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,-0.602635,0.798017,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-26,23.5,32.7,0.8,5.6,43.0,13.0,20.0,82.0,57.0,1008.0,1003.8,7.0,26.7,32.0,0.0,1.0,0.0,1.0,-1.0,0.0,-0.982973,0.18375,-0.602635,-0.798017,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-27,24.8,33.8,3.4,5.2,43.0,19.0,26.0,87.0,88.0,1006.7,1002.6,6.0,26.0,28.1,1.0,1.0,0.0,1.0,-1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-28,23.7,33.8,117.6,6.6,35.0,15.0,15.0,98.0,98.0,1006.4,1003.1,8.0,25.1,25.4,1.0,1.0,0.0,1.0,-1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-29,23.2,29.6,79.4,6.6,43.0,19.0,15.0,91.0,92.0,1006.5,1003.7,8.0,26.0,27.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,0.445738,0.895163,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-30,24.0,25.8,63.4,6.6,28.0,15.0,13.0,96.0,47.0,1006.4,1003.9,8.0,24.7,35.150000000000006,1.0,1.0,0.0,1.0,-1.0,0.0,0.445738,-0.895163,-0.850217,0.526432,0.739009,-0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-03-31,24.1,36.0,23.6,6.6,31.0,15.0,11.0,96.0,98.0,1007.5,1005.1,8.0,25.2,25.6,1.0,1.0,0.0,1.0,-1.0,0.0,0.445738,-0.895163,0.445738,0.895163,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-01,21.4,30.4,96.4,7.0,31.0,11.0,11.0,69.0,66.0,1011.2,1008.8,0.0,27.5,30.5,1.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-02,22.5,33.6,0.0,7.0,37.0,9.0,13.0,86.0,55.0,1011.9,1008.1,8.0,26.1,31.5,0.0,1.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.273663,-0.961826,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-03,24.1,33.5,6.0,3.4,28.0,7.0,15.0,87.0,52.0,1010.9,1007.7,8.0,26.5,32.5,1.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-04,22.9,34.3,0.0,8.0,59.0,13.0,19.0,64.0,48.0,1011.2,1007.0,2.0,27.8,34.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,0.895163,-0.602635,-0.798017,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-05,23.6,34.6,0.8,6.8,33.0,15.0,13.0,78.0,48.0,1010.9,1007.9,1.0,28.2,33.9,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,0.18375,0.445738,0.895163,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-06,23.9,33.0,0.0,6.0,39.0,17.0,19.0,81.0,60.0,1011.6,1007.8,8.0,27.0,31.9,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-07,22.6,34.4,0.0,5.4,39.0,17.0,19.0,78.0,53.0,1010.3,1007.5,1.0,27.3,32.5,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.602635,-0.798017,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-08,21.6,34.3,0.0,6.2,46.0,11.0,24.0,74.0,43.0,1011.0,1008.2,5.0,27.0,33.3,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.602635,-0.798017,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-09,21.8,35.2,0.0,6.8,35.0,15.0,17.0,81.0,36.0,1011.7,1007.9,3.0,27.5,34.6,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.273663,0.961826,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-10,20.6,34.3,0.0,7.2,44.0,19.0,19.0,53.0,30.0,1009.8,1006.5,1.0,26.8,33.9,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-11,18.2,33.8,0.0,8.0,37.0,19.0,20.0,44.0,32.0,1009.7,1006.5,0.0,26.2,33.1,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,-0.18375,0.739009,0.673696,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-12,17.2,33.4,0.0,6.0,41.0,13.0,15.0,62.0,31.0,1011.5,1008.2,0.0,24.8,32.8,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,-0.18375,0.739009,0.673696,-0.273663,0.961826,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-13,16.3,33.4,0.0,8.0,31.0,0.0,17.0,66.0,36.0,1012.3,1008.4,2.0,23.8,32.2,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.273663,0.961826,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-14,19.3,34.8,0.0,6.0,26.0,2.0,9.0,69.0,36.0,1011.2,1007.2,0.0,25.6,34.1,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.602635,0.798017,-0.273663,0.961826,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-15,21.2,35.4,0.0,5.0,30.0,4.0,9.0,71.0,37.0,1009.4,1005.7,1.0,27.7,35.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.850217,-0.526432,-0.850217,0.526432,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-16,20.4,36.0,0.0,7.6,24.0,9.0,7.0,76.0,29.0,1010.6,1006.8,1.0,26.9,35.6,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,-0.18375,0.092268,-0.995734,-0.273663,0.961826,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-17,20.6,35.8,0.0,4.0,35.0,13.0,20.0,58.0,40.0,1011.3,1008.1,3.0,28.7,35.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,0.18375,-0.850217,0.526432,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-18,19.6,36.2,0.0,8.0,39.0,6.0,22.0,71.0,40.0,1011.7,1008.1,0.0,26.2,35.4,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.982973,0.18375,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-19,18.2,36.0,0.0,6.0,33.0,6.0,19.0,67.0,40.0,1013.1,1009.6,0.0,25.8,34.2,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.602635,0.798017,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-20,19.0,36.3,0.0,6.0,33.0,6.0,17.0,69.0,25.0,1013.0,1009.2,0.0,27.6,35.6,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-21,18.8,36.4,0.0,8.0,24.0,0.0,13.0,58.0,27.0,1012.8,1008.3,2.0,27.7,36.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,0.739009,0.673696,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-22,18.2,36.7,0.0,6.0,22.0,7.0,6.0,70.0,40.0,1011.5,1008.2,0.0,26.0,35.5,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.602635,-0.798017,0.932472,0.361242,-0.850217,-0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-23,19.5,36.3,0.0,6.0,35.0,6.0,9.0,72.0,34.0,1012.5,1008.7,1.0,26.9,35.8,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,0.932472,0.361242,-0.273663,0.961826,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-24,17.8,35.1,0.0,6.0,37.0,13.0,24.0,63.0,40.0,1015.0,1010.4,0.0,26.8,34.0,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,0.445738,0.895163,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-25,18.8,35.4,0.0,8.0,41.0,13.0,20.0,69.0,32.0,1014.7,1011.4,0.0,26.5,34.7,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-26,16.4,33.9,0.0,8.0,43.0,17.0,19.0,42.0,40.0,1015.5,1012.3,0.0,25.5,33.5,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-27,14.8,33.9,0.0,8.8,31.0,11.0,19.0,53.0,40.0,1014.6,1010.5,1.0,23.1,33.3,0.0,0.0,-0.5,0.866025,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-28,16.9,34.7,0.0,6.2,33.0,6.0,17.0,69.0,40.0,1014.3,1010.2,0.0,23.8,34.2,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.092268,-0.995734,0.092268,0.995734,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-29,18.4,34.1,0.0,5.0,33.0,7.0,19.0,63.0,35.0,1014.9,1011.1,0.0,26.8,33.3,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.273663,0.961826,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-04-30,15.5,34.2,0.0,7.0,41.0,13.0,22.0,54.0,30.0,1014.9,1010.4,0.0,25.3,33.1,0.0,0.0,-0.5,0.866025,-1.0,0.0,0.445738,-0.895163,-0.273663,0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-01,16.3,35.0,0.0,8.0,48.0,9.0,20.0,67.0,31.0,1013.1,1008.6,0.0,24.2,34.0,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-02,21.1,35.5,0.0,6.8,44.0,13.0,19.0,64.0,38.0,1011.8,1008.5,0.0,27.7,34.6,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-03,21.2,35.9,0.0,8.2,44.0,17.0,24.0,70.0,45.0,1013.0,1009.5,0.0,28.1,34.5,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-04,21.5,35.3,0.0,6.6,46.0,20.0,19.0,78.0,37.0,1014.3,1010.7,1.0,27.7,34.0,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,0.445738,0.895163,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-05,21.1,34.9,0.0,8.0,35.0,19.0,17.0,71.0,32.0,1013.4,1009.2,4.0,27.5,34.4,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-06,20.5,35.3,0.0,7.0,37.0,11.0,17.0,72.0,27.0,1011.9,1008.4,0.0,27.6,34.6,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,0.445738,0.895163,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-07,18.9,34.3,0.0,8.0,37.0,19.0,24.0,63.0,34.0,1012.1,1008.9,0.0,26.3,33.2,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,0.445738,0.895163,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-08,15.7,33.7,0.0,7.6,43.0,13.0,17.0,71.0,40.0,1013.1,1009.1,0.0,24.0,32.1,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-09,19.4,34.1,0.0,5.0,41.0,17.0,17.0,72.0,34.0,1013.8,1009.5,1.0,26.2,33.7,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-10,21.4,34.9,0.0,4.0,37.0,13.0,17.0,80.0,44.0,1013.5,1009.5,1.0,26.0,33.1,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.982973,0.18375,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-11,25.3,33.9,0.0,9.0,43.0,15.0,20.0,75.0,43.0,1013.2,1009.1,6.0,27.3,32.5,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.982973,0.18375,-0.273663,-0.961826,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-12,19.5,34.6,0.0,5.2,33.0,20.0,22.0,70.0,36.0,1012.8,1010.2,0.0,27.0,33.9,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.273663,-0.961826,-0.850217,0.526432,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-13,20.3,33.6,0.0,7.0,31.0,17.0,19.0,75.0,46.0,1013.8,1010.2,1.0,26.1,32.0,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.982973,-0.18375,-0.602635,0.798017,-0.273663,0.961826,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-14,20.3,33.4,0.0,7.4,37.0,20.0,17.0,61.0,45.0,1012.9,1008.9,2.0,23.3,30.2,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-15,19.6,32.9,0.0,5.0,33.0,15.0,13.0,68.0,46.0,1012.1,1008.4,2.0,25.0,31.8,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,-0.602635,-0.798017,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-16,22.4,32.1,0.0,6.0,24.0,9.0,11.0,72.0,58.0,1012.8,1009.8,5.0,26.8,31.2,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.982973,-0.18375,-0.850217,0.526432,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-17,20.9,33.8,0.0,5.2,30.0,15.0,9.0,52.0,34.0,1014.1,1010.1,7.0,24.0,32.5,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,0.739009,0.673696,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-18,22.6,35.1,0.0,5.0,33.0,17.0,19.0,74.0,34.0,1014.4,1010.4,2.0,27.6,33.0,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,-0.602635,-0.798017,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-19,22.1,34.4,0.0,4.8,39.0,22.0,17.0,70.0,51.0,1013.7,1010.0,3.0,26.8,32.8,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-20,22.8,34.5,0.0,6.0,39.0,15.0,17.0,77.0,34.0,1013.1,1009.7,5.0,26.8,33.3,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,0.445738,0.895163,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-21,22.6,35.5,0.0,6.0,33.0,9.0,13.0,77.0,41.0,1013.1,1009.3,2.0,26.9,34.4,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,0.895163,-0.273663,-0.961826,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-22,23.2,34.9,0.0,6.0,24.0,7.0,11.0,77.0,49.0,1013.1,1009.0,3.0,27.5,34.3,0.0,0.0,-0.866025,0.5,-1.0,0.0,1.0,0.0,0.092268,-0.995734,0.092268,0.995734,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-23,24.9,33.7,0.0,5.0,33.0,13.0,20.0,70.0,34.0,1013.6,1010.1,5.0,27.2,32.1,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-24,20.4,27.9,0.0,8.0,50.0,30.0,24.0,42.0,25.0,1016.5,1012.5,2.0,22.2,27.4,0.0,0.0,-0.866025,0.5,-1.0,0.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-25,14.8,27.1,0.0,8.0,50.0,22.0,24.0,44.0,31.0,1017.0,1013.4,0.0,19.3,26.1,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,-0.602635,-0.798017,-0.602635,-0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-26,10.9,28.9,0.0,7.0,44.0,19.0,24.0,49.0,30.0,1016.0,1012.7,1.0,19.5,28.1,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,0.739009,0.673696,-0.602635,0.798017,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-27,16.9,31.1,0.0,5.2,44.0,22.0,20.0,42.0,31.0,1014.8,1011.4,2.0,24.6,30.1,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.445738,-0.895163,-0.273663,-0.961826,0.739009,0.673696,0,0,0,0,0,0,1,0,0,0,0
Katherine,2013-05-28,17.1,32.0,0.0,5.4,37.0,17.0,13.0,37.0,43.0,1014.9,1011.5,3.0,31.1,31.6,0.0,0.0,-0.866025,0.5,-1.0,0.0,0.092268,-0.995734,-0.273663,-0.961826,-0.850217,0.526432,0,0,0,0,0,0,1,0,0,0,0
