id_Location,id_Date,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Richmond,2009-01-25,19.8,27.6,0.0,7.4,33.0,15.0,13.0,57.0,40.0,1019.8,1017.4,21.5,27.2,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.273663,0.961826,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-01-26,21.1,30.7,0.0,7.4,39.0,9.0,19.0,64.0,51.0,1019.4,1018.1,22.5,30.1,0.0,1.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,-0.850217,-0.526432,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-01-27,19.8,29.2,10.6,37.2,28.0,9.0,9.0,99.0,63.0,1021.4,1019.1,20.3,27.3,1.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,0.092268,0.995734,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-01-28,18.1,35.1,0.2,4.0,33.0,7.0,17.0,99.0,38.0,1018.7,1014.6,19.3,32.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-01-29,16.9,34.7,0.0,6.6,35.0,6.0,11.0,89.0,37.0,1018.8,1014.9,21.5,32.8,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,-0.850217,0.526432,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-01-30,17.6,34.8,0.0,7.6,37.0,6.0,13.0,74.0,32.0,1018.5,1014.2,24.3,33.3,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,0.18375,0.445738,0.895163,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-01-31,17.5,37.5,0.0,7.4,35.0,6.0,15.0,76.0,31.0,1017.4,1012.1,23.5,36.6,0.0,0.0,0.866025,0.5,0.0,1.0,0.445738,-0.895163,-0.602635,-0.798017,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-01,19.7,33.3,0.0,5.6,39.0,13.0,26.0,71.0,43.0,1015.6,1014.4,24.8,31.8,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.602635,0.798017,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-02,19.5,35.5,0.0,14.8,37.0,0.0,15.0,75.0,36.0,1016.3,1010.4,25.0,34.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,-0.895163,-0.850217,0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-03,20.5,34.0,0.0,8.0,46.0,6.0,28.0,69.0,37.0,1010.8,1008.7,24.0,31.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-04,21.6,33.2,0.0,6.4,31.0,2.0,11.0,77.0,43.0,1011.6,1007.9,23.9,31.8,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,-0.895163,-0.602635,-0.798017,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-05,19.7,40.1,0.0,5.8,35.0,2.0,15.0,76.0,26.0,1009.2,1004.1,25.0,38.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,-0.982973,-0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-06,22.1,41.3,0.0,8.0,44.0,11.0,20.0,71.0,23.0,1010.8,1006.2,26.0,40.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,-0.273663,0.961826,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-07,21.7,41.9,0.0,5.6,43.0,4.0,24.0,64.0,18.0,1013.4,1008.7,26.1,41.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,0.18375,0.445738,-0.895163,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-08,17.6,41.4,0.0,5.6,43.0,9.0,11.0,54.0,24.0,1010.8,1005.7,24.3,39.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-09,21.6,23.5,0.0,28.8,30.0,11.0,15.0,83.0,71.0,1012.1,1011.6,22.0,22.5,0.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.273663,0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-10,17.3,19.8,2.8,1.8,24.0,9.0,9.0,95.0,97.0,1011.4,1010.2,18.2,19.2,1.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-11,16.2,21.8,4.6,4.0,35.0,13.0,19.0,84.0,64.0,1011.6,1011.8,16.7,21.1,1.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,0.092268,0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-12,15.6,20.6,0.0,1.6,39.0,17.0,17.0,75.0,69.0,1017.8,1018.6,18.1,20.1,0.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.982973,0.18375,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-13,15.0,18.9,7.6,1.6,50.0,11.0,19.0,97.0,91.0,1026.1,1024.9,15.3,17.3,1.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.850217,-0.526432,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-14,15.0,18.4,18.2,5.6,28.0,17.0,15.0,96.0,96.0,1023.3,1019.2,15.6,17.8,1.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-15,15.6,21.7,27.6,5.6,35.0,17.0,17.0,93.0,90.0,1015.2,1014.1,17.6,20.1,1.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-16,16.5,24.4,39.8,5.6,52.0,11.0,31.0,97.0,60.0,1018.1,1017.4,18.3,22.5,1.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.982973,0.18375,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-17,16.5,21.8,3.4,1.8,31.0,9.0,13.0,94.0,67.0,1017.3,1015.7,18.2,21.4,1.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.982973,0.18375,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-18,17.4,27.4,13.6,1.7,35.0,17.0,15.0,83.0,55.0,1011.0,1008.4,20.5,26.4,1.0,0.0,0.5,0.866025,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-19,18.9,29.7,0.0,3.6,59.0,15.0,17.0,73.0,76.0,1008.0,1005.3,23.1,24.5,0.0,1.0,0.5,0.866025,0.0,1.0,1.0,0.0,-0.982973,-0.18375,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-20,18.8,32.4,5.0,5.3,41.0,6.0,11.0,82.0,43.0,1011.8,1008.6,21.2,31.6,1.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,-0.673696,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-21,20.8,26.8,0.2,5.6,41.0,2.0,11.0,90.0,87.0,1013.2,1012.6,22.0,21.7,0.0,1.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.602635,0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-22,18.5,26.1,24.6,5.6,28.0,6.0,7.0,89.0,60.0,1018.9,1017.0,19.6,24.9,1.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.850217,-0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-23,19.5,31.6,0.2,10.4,54.0,13.0,22.0,76.0,56.0,1016.9,1011.6,22.5,31.1,0.0,1.0,0.5,0.866025,0.0,1.0,0.092268,0.995734,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-24,18.0,32.5,8.2,5.6,37.0,0.0,26.0,99.0,51.0,1014.7,1011.5,19.2,31.5,1.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.982973,-0.18375,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-25,19.2,30.0,0.2,4.6,39.0,0.0,6.0,82.0,55.0,1016.5,1013.1,22.0,29.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-26,18.8,25.5,0.0,5.6,35.0,7.0,13.0,75.0,49.0,1020.7,1017.8,20.3,24.8,0.0,0.0,0.5,0.866025,0.0,1.0,0.092268,-0.995734,0.092268,0.995734,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-27,15.2,26.2,0.0,8.0,24.0,7.0,11.0,72.0,45.0,1018.4,1015.1,20.0,24.9,0.0,0.0,0.5,0.866025,0.0,1.0,0.445738,-0.895163,0.092268,0.995734,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-02-28,14.6,32.8,0.0,4.7,31.0,0.0,6.0,85.0,44.0,1009.8,1005.6,17.4,31.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,0.526432,-0.273663,0.961826,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-01,17.4,28.8,0.0,4.2,31.0,7.0,7.0,76.0,43.0,1010.8,1009.7,22.2,28.4,0.0,0.0,0.0,1.0,0.0,1.0,0.092268,-0.995734,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-02,18.3,27.8,0.0,9.3,52.0,0.0,15.0,85.0,52.0,1016.6,1014.4,20.6,27.1,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,-0.982973,0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-03,17.7,28.8,0.0,4.6,35.0,0.0,15.0,93.0,55.0,1018.3,1014.6,19.7,26.8,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,-0.982973,0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-04,19.7,25.0,0.0,4.0,44.0,0.0,4.0,89.0,53.0,1008.0,1008.5,21.6,24.1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.982973,0.18375,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-05,10.3,26.0,0.0,3.8,43.0,13.0,7.0,45.0,29.0,1010.4,1008.0,18.6,25.3,0.0,0.0,0.0,1.0,0.0,1.0,0.092268,-0.995734,-0.850217,-0.526432,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-06,9.8,26.1,0.0,4.6,31.0,0.0,13.0,77.0,39.0,1014.1,1010.5,14.4,25.2,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,-0.982973,0.18375,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-07,13.9,28.4,0.0,4.2,24.0,0.0,6.0,81.0,44.0,1014.6,1011.2,18.5,27.8,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,-0.982973,0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-08,17.7,25.6,0.0,4.2,43.0,7.0,30.0,81.0,65.0,1018.2,1017.9,20.7,24.4,0.0,1.0,0.0,1.0,0.0,1.0,-0.273663,-0.961826,-0.602635,0.798017,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-09,16.8,25.6,17.4,11.6,46.0,11.0,6.0,99.0,68.0,1022.6,1019.8,17.7,24.2,1.0,0.0,0.0,1.0,0.0,1.0,-0.850217,0.526432,0.092268,0.995734,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-10,17.7,25.9,0.2,2.0,31.0,6.0,22.0,93.0,57.0,1022.0,1020.6,19.9,24.9,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,-0.602635,0.798017,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-11,15.1,24.2,0.0,4.2,35.0,6.0,28.0,88.0,72.0,1024.4,1022.4,18.4,23.2,0.0,1.0,0.0,1.0,0.0,1.0,0.445738,-0.895163,-0.273663,-0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-12,15.9,26.5,2.6,2.2,31.0,4.0,11.0,99.0,57.0,1023.1,1019.8,18.5,25.2,1.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,0.092268,0.995734,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-13,16.6,27.1,0.0,3.8,24.0,6.0,4.0,99.0,67.0,1019.0,1016.0,18.8,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.932472,0.361242,0.092268,-0.995734,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-14,16.5,28.3,3.4,4.2,41.0,0.0,2.0,99.0,55.0,1015.0,1009.8,18.1,27.8,1.0,1.0,0.0,1.0,0.0,1.0,-0.850217,0.526432,-0.982973,0.18375,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-15,16.8,30.8,13.6,4.2,31.0,4.0,13.0,94.0,43.0,1010.6,1006.9,19.5,30.2,1.0,0.0,0.0,1.0,0.0,1.0,0.092268,0.995734,0.445738,0.895163,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-16,12.2,27.2,0.2,8.7,30.0,6.0,9.0,56.0,38.0,1012.1,1007.9,17.1,25.5,0.0,0.0,0.0,1.0,0.0,1.0,0.932472,0.361242,0.092268,0.995734,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-17,10.2,25.4,0.0,5.6,30.0,0.0,13.0,76.0,37.0,1014.1,1012.0,15.2,24.3,0.0,0.0,0.0,1.0,0.0,1.0,0.092268,-0.995734,0.739009,-0.673696,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-18,15.1,26.7,0.0,4.0,28.0,0.0,9.0,74.0,48.0,1019.2,1015.5,19.0,25.6,0.0,0.0,0.0,1.0,0.0,1.0,-0.982973,0.18375,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-19,12.8,31.0,0.0,5.0,26.0,0.0,11.0,88.0,45.0,1016.9,1012.8,17.1,29.8,0.0,0.0,0.0,1.0,0.0,1.0,0.445738,0.895163,-0.850217,0.526432,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-20,15.2,29.9,0.0,3.9,28.0,2.0,9.0,91.0,45.0,1017.8,1015.3,20.1,29.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,-0.895163,-0.982973,0.18375,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-21,15.4,27.3,0.0,4.2,30.0,2.0,6.0,96.0,53.0,1019.1,1016.2,18.7,27.2,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,-0.895163,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-22,13.6,28.4,0.0,4.2,28.0,0.0,13.0,99.0,49.0,1018.4,1014.6,16.5,26.6,0.0,0.0,0.0,1.0,-1.0,0.0,-0.850217,-0.526432,0.739009,-0.673696,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-23,14.2,29.8,0.2,12.2,28.0,0.0,11.0,92.0,36.0,1017.1,1014.4,18.3,29.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.445738,0.895163,-0.602635,0.798017,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-24,16.9,32.7,0.0,3.6,33.0,6.0,20.0,90.0,38.0,1018.2,1014.7,20.2,32.1,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,0.961826,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-25,15.7,34.2,0.0,4.6,54.0,0.0,17.0,93.0,42.0,1019.8,1016.0,19.0,33.8,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-0.273663,-0.961826,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-26,18.5,29.7,28.6,7.2,22.0,0.0,4.0,96.0,59.0,1019.8,1016.2,20.2,29.6,1.0,0.0,0.0,1.0,-1.0,0.0,0.739009,-0.673696,-0.982973,0.18375,0.739009,-0.673696,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-27,19.4,23.5,0.2,3.0,33.0,13.0,19.0,78.0,61.0,1024.3,1023.4,20.4,22.5,0.0,0.0,0.0,1.0,-1.0,0.0,-0.982973,-0.18375,-0.982973,0.18375,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-28,13.5,25.5,0.0,4.2,28.0,0.0,6.0,89.0,46.0,1025.7,1022.5,17.3,24.9,0.0,0.0,0.0,1.0,-1.0,0.0,-0.273663,0.961826,0.932472,0.361242,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-29,11.9,26.9,0.0,4.2,28.0,0.0,11.0,99.0,46.0,1024.2,1020.6,14.4,26.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.982973,0.18375,-0.982973,0.18375,-0.850217,0.526432,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-30,14.4,25.9,0.0,9.6,50.0,4.0,22.0,86.0,48.0,1024.4,1021.4,19.5,25.2,0.0,1.0,0.0,1.0,-1.0,0.0,-0.273663,-0.961826,-0.602635,0.798017,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-03-31,18.0,20.7,3.8,3.5,41.0,17.0,19.0,89.0,95.0,1021.6,1020.4,20.1,17.1,1.0,1.0,0.0,1.0,-1.0,0.0,-0.982973,-0.18375,-0.273663,0.961826,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-04-01,17.1,23.2,58.4,0.0,43.0,13.0,22.0,99.0,83.0,1020.9,1020.6,19.2,22.5,1.0,1.0,-0.5,0.866025,-1.0,0.0,-0.273663,-0.961826,-0.273663,0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Richmond,2009-04-02,18.9,24.5,16.4,0.2,41.0,9.0,15.0,97.0,81.0,1023.2,1021.5,20.8,22.5,1.0,1.0,-0.5,0.866025,-1.0,0.0,0.445738,0.895163,-0.273663,0.961826,0.739009,0.673696,0,0,1,0,0,0,0,0,0,0,0
