id_Location,id_Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Month_cos,Month_sin,Season_cos,Season_sin,WindGustDir_cos,WindGustDir_sin,WindDir9am_cos,WindDir9am_sin,WindDir3pm_cos,WindDir3pm_sin,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017
Ballarat,2009-01-17,6.1,21.7,0.0,44.0,28.0,22.0,54.0,32.0,1021.3,1020.6,1.0,8.0,12.5,20.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-18,6.1,29.1,0.0,35.0,20.0,19.0,38.0,13.0,1019.4,1017.2,0.0,8.0,16.6,28.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-19,8.9,34.2,0.0,43.0,20.0,24.0,20.0,8.0,1013.8,1009.8,0.0,8.0,24.5,32.5,0.0,0.0,0.866025,0.5,0.0,1.0,-0.850217,-0.526432,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-20,13.7,36.5,0.0,67.0,22.0,30.0,21.0,18.0,1006.7,1006.7,0.0,8.0,26.5,31.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,-0.798017,-0.982973,-0.18375,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-21,10.1,32.1,0.0,43.0,7.0,15.0,66.0,17.0,1009.5,1006.2,3.0,8.0,17.0,29.9,0.0,0.0,0.866025,0.5,0.0,1.0,0.739009,-0.673696,-0.602635,0.798017,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-22,13.6,30.6,0.0,83.0,37.0,50.0,28.0,28.0,998.5,996.6,7.0,2.0,21.2,27.0,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,0.995734,-0.982973,-0.18375,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-23,4.9,27.1,0.0,54.0,11.0,30.0,58.0,18.0,1007.0,1003.0,3.0,8.0,13.4,24.8,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,0.995734,0.932472,0.361242,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-24,11.1,21.6,0.0,54.0,28.0,28.0,77.0,33.0,1007.3,1010.8,8.0,8.0,12.9,20.2,0.0,0.0,0.866025,0.5,0.0,1.0,0.932472,0.361242,-0.850217,-0.526432,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-25,5.5,29.6,0.0,37.0,9.0,13.0,49.0,7.0,1016.9,1016.2,0.0,8.0,16.7,28.1,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-26,10.7,27.7,0.2,39.0,30.0,20.0,70.0,30.0,1013.6,1012.1,0.0,8.0,15.0,26.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-27,10.3,36.3,0.0,39.0,11.0,9.0,51.0,11.0,1016.8,1014.1,0.0,8.0,20.3,34.5,0.0,0.0,0.866025,0.5,0.0,1.0,0.092268,-0.995734,0.739009,-0.673696,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-28,16.6,40.0,0.0,48.0,22.0,17.0,17.0,8.0,1012.8,1010.7,0.0,8.0,30.7,39.1,0.0,0.0,0.866025,0.5,0.0,1.0,-0.273663,0.961826,0.739009,-0.673696,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-29,25.1,41.4,0.0,61.0,35.0,33.0,20.0,12.0,1011.9,1010.7,1.0,1.0,32.6,39.9,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,-0.798017,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-30,19.9,41.1,0.0,54.0,20.0,17.0,17.0,9.0,1013.2,1010.6,0.0,8.0,34.1,39.0,0.0,0.0,0.866025,0.5,0.0,1.0,-0.602635,0.798017,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-01-31,22.9,39.2,0.0,67.0,22.0,33.0,34.0,31.0,1013.3,1012.7,2.0,8.0,29.3,34.2,0.0,0.0,0.866025,0.5,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-01,16.4,34.7,0.0,54.0,31.0,30.0,72.0,25.0,1014.8,1012.4,4.0,8.0,20.4,32.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-02,16.3,32.0,0.0,46.0,11.0,19.0,79.0,36.0,1012.0,1009.9,7.0,8.0,20.1,31.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-03,17.0,27.3,0.0,59.0,35.0,33.0,80.0,51.0,1011.9,1010.3,6.0,8.0,18.6,24.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,-0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-04,14.6,34.7,0.0,39.0,13.0,13.0,70.0,11.0,1008.4,1005.6,2.0,8.0,19.0,33.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-05,15.0,33.0,0.0,39.0,2.0,20.0,27.0,30.0,1006.3,1006.8,0.0,8.0,26.8,30.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,0.526432,0.092268,0.995734,-0.850217,-0.526432,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-06,13.2,36.7,0.0,41.0,11.0,24.0,57.0,16.0,1008.3,1006.7,0.0,8.0,20.2,35.0,0.0,0.0,0.5,0.866025,0.0,1.0,0.932472,0.361242,0.739009,0.673696,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-07,20.2,44.1,0.0,93.0,39.0,61.0,25.0,6.0,1004.3,1000.1,0.0,8.0,30.3,43.1,0.0,0.0,0.5,0.866025,0.0,1.0,0.092268,0.995734,-0.982973,-0.18375,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-08,13.8,21.3,0.0,44.0,20.0,26.0,73.0,37.0,1011.4,1012.5,7.0,8.0,16.5,19.9,0.0,1.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,0.092268,0.995734,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-09,7.6,18.9,1.2,54.0,31.0,26.0,58.0,37.0,1015.6,1014.7,2.0,1.0,12.3,18.2,1.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-10,5.6,17.2,0.0,50.0,30.0,33.0,66.0,49.0,1016.2,1016.2,3.0,6.0,11.2,14.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-11,7.9,18.0,0.0,57.0,28.0,35.0,73.0,42.0,1018.2,1017.8,7.0,5.0,10.1,15.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.982973,0.18375,-0.982973,-0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-12,7.0,21.0,0.0,46.0,31.0,35.0,72.0,36.0,1020.0,1019.7,2.0,4.0,11.6,19.4,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,0.961826,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-13,8.4,24.5,0.0,56.0,20.0,9.0,54.0,25.0,1024.1,1022.1,0.0,8.0,13.0,23.2,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,0.673696,-0.602635,0.798017,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-14,10.1,27.4,0.0,44.0,22.0,11.0,46.0,24.0,1022.0,1018.4,0.0,8.0,17.9,25.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,0.739009,-0.673696,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-15,12.8,23.5,0.0,56.0,24.0,30.0,75.0,47.0,1017.3,1016.4,7.0,1.0,15.5,21.7,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-16,13.5,28.7,0.0,52.0,17.0,7.0,70.0,26.0,1017.9,1015.3,0.0,8.0,17.4,27.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.602635,-0.798017,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-17,12.7,29.1,0.0,46.0,30.0,11.0,43.0,26.0,1016.0,1013.9,0.0,8.0,18.7,26.1,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,0.798017,0.739009,-0.673696,0.445738,-0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-18,12.0,30.4,0.0,57.0,13.0,15.0,42.0,22.0,1012.1,1009.1,2.0,8.0,20.5,27.9,0.0,0.0,0.5,0.866025,0.0,1.0,0.739009,0.673696,0.739009,-0.673696,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-19,10.3,31.3,0.0,48.0,4.0,20.0,24.0,17.0,1008.3,1006.3,0.0,8.0,22.1,29.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,-0.798017,0.092268,0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-20,13.2,20.9,0.0,41.0,17.0,20.0,76.0,48.0,1012.5,1012.9,8.0,5.0,13.7,19.5,0.0,0.0,0.5,0.866025,0.0,1.0,0.739009,-0.673696,0.092268,0.995734,0.932472,0.361242,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-21,12.4,23.3,0.0,48.0,26.0,31.0,82.0,38.0,1015.3,1013.6,7.0,8.0,14.2,21.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-22,12.2,28.5,0.2,46.0,28.0,11.0,71.0,28.0,1015.9,1012.9,0.0,8.0,15.2,27.0,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,0.739009,0.673696,-0.982973,0.18375,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-23,11.3,31.8,0.0,57.0,19.0,28.0,53.0,14.0,1010.9,1008.3,6.0,2.0,19.5,30.5,0.0,0.0,0.5,0.866025,0.0,1.0,-0.602635,-0.798017,-0.982973,-0.18375,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-24,6.4,19.8,0.0,44.0,24.0,26.0,67.0,31.0,1018.0,1017.4,1.0,8.0,11.0,17.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.850217,-0.526432,-0.602635,0.798017,0.092268,-0.995734,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-25,7.6,22.3,0.0,44.0,24.0,24.0,78.0,47.0,1019.4,1017.6,8.0,8.0,12.3,20.3,0.0,0.0,0.5,0.866025,0.0,1.0,-0.982973,-0.18375,-0.602635,0.798017,-0.273663,0.961826,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-26,12.1,30.2,0.0,56.0,24.0,11.0,71.0,20.0,1017.3,1015.7,0.0,8.0,16.0,28.9,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,-0.961826,-0.273663,-0.961826,0.445738,0.895163,0,0,1,0,0,0,0,0,0,0,0
Ballarat,2009-02-27,13.6,32.4,0.0,52.0,31.0,28.0,36.0,17.0,1013.6,1010.5,6.0,8.0,21.5,30.2,0.0,0.0,0.5,0.866025,0.0,1.0,-0.273663,0.961826,0.739009,-0.673696,-0.273663,-0.961826,0,0,1,0,0,0,0,0,0,0,0
